relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,NMA,NMI,NOA,PII,AMC,CBO,CC,DAC,DACquote,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,UCL,ADD,MOD,DEL,bug
org.jfree.data.resources.DataPackageResources_es,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0
org.jfree.data.resources.DataPackageResources_fr,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0
org.jfree.data.resources.DataPackageResources_pl,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0
org.jfree.data.resources.DataPackageResources_ru,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,9,1,4,1,2,15,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0
org.jfree.data.DataUtilities,4.444444444,6,0,40,15.33333333,9.666666667,0,0,0,9,20,9,0,9,16,140,87,117,73,1,22,9,11,1,0.15,1.666666667,8,15,0,0,4,2,6,4,24,22,1,73,0,0,0
org.jfree.data.general.DatasetAndSelection,1,1,3,3,3.333333333,1.333333333,2,2,3,3,14,3,0,3,2,14,4,10,4,1,16,3,11,1,0.125,0,2,0,0,0,0,0,0,0,14,14,0,14,0,0,0
org.jfree.data.event.DatasetChangeEvent,1.333333333,2,2,4,5,2.333333333,4,2,3,3,16,3,0,3,3,19,7,13,7,2,19,3,13,2,0.166666667,0,3,0,1,1,0,0,0,0,16,16,3,19,0,0,0
org.jfree.chart.event.DatasetChangeInfo,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,1,0,1,14,0,11,1,0,0,0,0,0,0,0,0,0,0,11,11,0,2,0,0,0
org.jfree.data.general.DatasetGroup,1.8,4,3,9,5.8,3,2,2,5,5,14,5,0,5,2,33,15,23,14,1,14,3,9,1,0.185606061,0,3,0,0,0,0,0,0,0,14,14,0,0,0,0,0
org.jfree.data.xml.DatasetReader,2,3,2,8,11.5,7,0,0,0,4,15,4,0,4,8,48,28,29,14,1,17,4,11,1,0.133333333,1,5,4,0,0,4,4,8,4,19,19,16,0,0,0,0
org.jfree.chart.plot.DatasetRenderingOrder,2,4,3,10,6.2,3.2,4,4,5,5,13,5,2,3,2,39,16,26,15,1,12,2,8,1,0.202020202,0,1,0,2,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.data.general.DatasetUtilities,5.903846154,33,15,307,24.57692308,15.98076923,0,0,1,52,63,52,1,51,100,1280,831,964,579,1,65,52,11,1,0.163522013,3.634615385,35,189,0,0,92,38,232,92,127,78,72,380,16,12,1
org.jfree.chart.axis.DateAxis,3.098039216,25,19,158,19.47058824,14.05882353,82,12,48,51,180,51,12,39,80,1044,717,692,443,3,171,38,129,3,0.351029252,7.921568627,31,404,8,7,639,250,1855,543,293,261,171,37,239,23,0
org.jfree.data.time.DateRange,1,1,9,9,3.666666667,1.666666667,6,3,9,9,34,9,0,9,5,38,15,27,13,2,36,8,25,2,0.54368471,0.444444444,1,4,0,0,8,4,20,0,35,35,5,0,0,0,0
org.jfree.chart.axis.DateTick,1.6,4,4,8,6,2.6,8,1,5,5,23,5,0,5,12,33,13,20,12,3,25,3,18,3,0.220833333,0.8,4,4,1,1,12,3,28,3,27,25,9,0,0,0,0
org.jfree.chart.axis.DateTickMarkPosition,2.5,4,2,10,7.75,4.25,5,5,4,4,13,4,2,2,2,41,17,27,16,1,13,2,9,1,0.171717172,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.axis.DateTickUnit,1.944444444,8,14,35,7.222222222,4,9,6,16,18,31,18,2,16,21,138,72,93,64,2,30,14,13,2,0.452505447,1.222222222,4,22,3,2,27,15,130,23,36,36,25,11,58,26,0
org.jfree.chart.axis.DateTickUnitType,3,8,3,15,9.4,5.4,9,9,5,5,14,5,2,3,3,67,27,42,26,1,14,3,9,1,0.185606061,0,1,0,7,1,0,0,0,0,14,14,0,67,0,0,0
org.jfree.chart.title.DateTitle,1,1,5,5,4.8,2,33,1,5,5,92,5,0,5,15,27,10,12,5,4,97,5,87,4,0.222222222,1.2,4,6,0,0,10,2,31,0,180,134,11,0,0,0,0
org.jfree.data.time.Day,1.545454545,4,15,34,6.590909091,3.681818182,8,8,21,22,36,22,0,22,15,159,81,110,60,2,28,11,14,2,0.380673401,0.909090909,3,20,5,2,27,18,23,27,57,48,18,0,0,0,0
org.jfree.chart.editor.DefaultAxisEditor,1.588235294,4,10,27,10.47058824,7.823529412,15,15,16,17,28,17,2,15,4,197,133,136,92,2,32,17,11,2,0.209876543,2,10,34,15,8,61,34,218,61,75,55,28,1,1,0,0
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,1.840909091,10,22,81,8.045454545,5.113636364,10,7,44,44,62,44,1,43,62,364,225,255,149,2,63,42,18,2,0.250387597,1.659090909,10,73,1,1,138,73,591,123,118,96,31,0,7,0,0
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,1.777777778,6,13,48,7,4.037037037,13,8,27,27,53,27,0,27,37,200,109,137,79,4,54,23,26,4,0.3,0.703703704,11,19,3,2,24,19,56,21,69,69,19,0,1,0,0
org.jfree.data.category.DefaultCategoryDataset,1.5,10,24,45,5.6,2.8,6,2,30,30,50,30,0,30,39,174,84,121,70,3,53,27,20,3,0.284549689,1.433333333,7,43,1,1,77,40,255,56,93,78,7,44,18,0,0
org.jfree.chart.renderer.category.DefaultCategoryItemRenderer,0,0,0,0,0,0,85,1,0,0,257,0,0,0,0,4,0,2,0,4,262,0,257,4,0,0,0,0,0,0,0,0,0,0,447,365,0,0,0,0,0
org.jfree.chart.editor.DefaultChartEditor,1.25,2,6,10,13.625,11.25,5,5,8,8,19,8,1,7,3,118,90,91,66,2,22,8,11,2,0.197530864,1.875,9,15,5,5,24,15,307,24,157,33,17,1,1,0,0
org.jfree.chart.editor.DefaultChartEditorFactory,1,1,2,2,2.5,0.5,0,0,2,2,13,2,0,2,1,7,1,4,1,1,15,2,11,1,0.111111111,0.5,3,1,0,0,2,1,63,2,81,14,1,0,0,0,0
org.jfree.chart.plot.DefaultDrawingSupplier,2.588235294,13,13,44,12.94117647,8.823529412,19,19,14,17,26,17,5,12,23,250,150,198,127,1,26,15,9,1,0.216856061,0.647058824,5,11,12,3,28,11,371,28,40,33,41,0,0,0,0
org.jfree.data.general.DefaultHeatMapDataset,2.133333333,10,12,32,7.333333333,4.133333333,10,7,15,15,33,15,0,15,20,120,62,85,57,2,34,13,18,2,0.23968254,0.266666667,6,4,0,0,8,4,40,5,38,38,0,120,0,0,0
org.jfree.data.xy.DefaultHighLowDataset,1.791666667,10,15,43,6.375,3.458333333,13,8,23,24,51,24,0,24,46,165,83,118,72,4,53,21,27,4,0.287878788,0.083333333,6,2,1,1,4,2,5,0,55,55,3,27,4,0,0
org.jfree.data.category.DefaultIntervalCategoryDataset,2.6875,9,9,86,10.875,6.78125,8,4,30,32,53,32,3,29,44,355,217,226,156,3,53,28,21,3,0.294712644,0.4375,11,14,0,0,27,14,56,18,62,61,3,1,5,0,0
org.jfree.data.xy.DefaultIntervalXYDataset,1.9,11,15,38,8.75,5.7,7,2,20,20,43,20,0,20,29,180,114,135,71,5,38,9,23,5,0.539661319,0.15,8,3,2,1,5,3,16,0,48,48,2,0,2,0,0
org.jfree.data.DefaultKeyedValue,2,6,5,16,5.75,3,3,3,8,8,15,8,0,8,4,52,24,36,21,1,13,4,7,1,0.254545455,0,5,0,0,0,0,0,0,0,15,15,0,0,0,0,0
org.jfree.data.general.DefaultKeyedValueDataset,2,7,5,20,6.3,3.3,5,2,10,10,27,10,0,10,7,68,33,46,29,2,27,7,17,2,0.244444444,1.5,7,15,0,0,15,6,38,12,32,32,0,0,1,0,0
org.jfree.data.DefaultKeyedValues,2.090909091,9,12,46,8.318181818,5.136363636,4,4,22,22,30,22,1,21,23,190,113,144,90,1,29,19,8,1,0.249242424,0.681818182,11,15,3,2,20,10,40,20,35,35,12,0,0,0,0
org.jfree.data.DefaultKeyedValues2D,2.695652174,13,14,62,10.60869565,6.47826087,5,5,23,23,31,23,0,23,22,252,149,180,119,1,30,20,8,1,0.24963925,1.043478261,8,24,3,1,37,19,114,37,42,40,11,0,0,0,0
org.jfree.data.general.DefaultKeyedValues2DDataset,0,0,0,0,0,0,7,1,0,0,50,0,0,0,0,4,0,2,0,4,55,0,50,4,0,0,0,0,0,0,0,0,0,0,93,78,0,0,0,0,0
org.jfree.data.general.DefaultKeyedValuesDataset,0,0,0,0,0,0,7,1,0,0,44,0,0,0,0,4,0,2,0,4,49,0,44,4,0,0,0,0,0,0,0,0,0,0,77,68,0,0,0,0,0
org.jfree.data.statistics.DefaultMultiValueCategoryDataset,2.315789474,13,12,44,8.684210526,5.210526316,7,4,19,19,37,19,0,19,19,172,99,126,77,2,38,17,18,2,0.243209877,1.052631579,9,20,2,2,41,20,183,38,68,55,13,0,1,0,0
org.jfree.chart.editor.DefaultNumberAxisEditor,2.153846154,6,5,28,11.76923077,8.076923077,25,10,13,13,37,13,2,11,7,168,105,116,83,3,39,11,24,3,0.254807692,1.461538462,11,19,7,5,35,19,133,28,98,65,16,1,19,8,0
org.jfree.data.xy.DefaultOHLCDataset,1.45,5,14,29,5.1,2.65,7,2,20,20,46,20,0,20,31,107,53,76,41,4,47,16,26,4,0.295424837,0.4,7,8,1,1,8,8,18,7,57,57,3,0,0,0,0
org.jfree.data.pie.DefaultPieDataset,1.666666667,9,16,40,6.375,3.666666667,6,2,24,24,44,24,0,24,25,159,88,118,64,3,47,21,20,3,0.282114625,2.333333333,11,56,1,1,91,43,201,74,77,68,17,159,0,0,0
org.jfree.chart.editor.DefaultPlotEditor,4.2,22,7,63,20.2,14.86666667,17,17,15,15,26,15,6,9,3,324,223,228,159,2,29,15,11,2,0.208333333,4,18,60,12,8,89,57,236,89,131,66,42,2,45,23,0
org.jfree.chart.renderer.DefaultPolarItemRenderer,2,4,5,24,12.16666667,8,59,2,12,12,173,12,0,12,21,151,96,104,49,2,173,9,161,2,0.206097561,3.75,20,45,2,2,80,40,441,65,260,226,37,0,0,0,0
org.jfree.chart.util.DefaultShadowGenerator,2.230769231,9,10,29,10.61538462,7.230769231,5,5,13,13,22,13,1,12,8,145,94,123,75,1,22,11,9,1,0.213383838,0.384615385,3,5,1,1,15,5,13,15,25,25,8,145,0,0,0
org.jfree.data.statistics.DefaultStatisticalCategoryDataset,2.275862069,14,18,66,11.10344828,7.413793103,16,13,29,29,47,29,1,28,34,338,215,226,158,2,48,27,18,2,0.247619048,1.517241379,8,44,1,1,83,44,330,68,91,76,11,0,7,0,0
org.jfree.data.xy.DefaultTableXYDataset,2.083333333,8,20,75,7.472222222,4.416666667,10,5,36,36,64,36,2,34,30,278,159,209,138,5,64,30,28,5,0.383196289,1.333333333,13,48,3,3,94,48,275,73,129,97,21,0,12,2,0
org.jfree.chart.editor.DefaultTitleEditor,1.9,4,5,19,12.3,9.4,9,9,10,10,21,10,2,8,3,136,94,94,60,2,24,10,11,2,0.202020202,1.9,9,19,8,6,30,19,107,30,55,38,22,1,1,0,0
org.jfree.data.general.DefaultValueDataset,1.428571429,3,5,10,4.285714286,2,5,2,7,7,25,7,0,7,4,35,14,24,13,2,26,5,18,2,0.218518519,0.571428571,4,4,0,0,6,3,14,3,28,28,0,0,1,0,0
org.jfree.data.xy.DefaultWindDataset,2.076923077,8,8,27,8.461538462,5.153846154,7,2,12,13,40,13,0,13,17,115,67,84,47,4,42,10,27,4,0.275757576,0.307692308,8,4,2,1,7,4,10,7,48,48,14,0,0,0,0
org.jfree.data.xy.DefaultXYDataset,2,7,9,30,8.266666667,5.133333333,7,2,15,15,36,15,0,15,15,129,77,96,57,4,32,6,21,4,0.476719577,0.266666667,9,4,2,1,5,3,8,0,39,39,3,0,2,0,0
org.jfree.chart.renderer.xy.DefaultXYItemRenderer,0,0,0,0,0,0,83,1,0,0,261,0,0,0,0,4,0,2,0,4,266,0,261,4,0,0,0,0,0,0,0,0,0,0,444,375,0,0,0,0,0
org.jfree.data.xy.DefaultXYZDataset,1.941176471,8,11,33,8.235294118,5.176470588,7,2,17,17,38,17,0,17,19,145,88,108,62,5,34,7,21,5,0.517249104,0.235294118,9,4,2,1,5,3,8,0,41,41,3,0,2,0,0
org.jfree.chart.renderer.xy.DeviationRenderer,2.333333333,13,9,28,10.75,7.083333333,83,1,12,12,265,12,2,10,24,141,85,103,64,4,262,4,253,4,0.515217114,3.5,15,42,0,0,69,22,221,23,448,376,20,1,11,13,0
org.jfree.chart.plot.dial.DialBackground,1.615384615,5,8,21,6,3.230769231,5,3,13,13,28,13,2,11,10,84,42,57,37,2,28,10,15,2,0.368686869,0.923076923,10,12,1,1,22,11,121,15,40,36,11,0,0,0,0
org.jfree.chart.plot.dial.DialCap,1.625,7,11,26,6.6875,3.9375,7,5,16,16,31,16,2,14,11,115,63,82,56,2,31,13,15,2,0.373015873,1.3125,9,21,3,2,48,21,280,37,44,41,17,0,0,0,0
org.jfree.chart.plot.dial.DialLayerChangeEvent,1,1,2,2,3.5,1.5,3,1,2,2,20,2,0,2,1,10,3,7,3,3,24,2,18,3,0.166666667,0.5,1,1,0,0,2,1,2,0,20,20,0,0,0,0,0
org.jfree.chart.plot.dial.DialPlot,2.12195122,12,21,87,8.658536585,5.365853659,42,12,40,41,111,41,3,38,41,369,220,269,180,2,110,37,70,2,0.234392287,1.731707317,24,71,5,2,64,39,157,49,176,137,34,1,1,0,0
org.jfree.chart.plot.dial.DialPointer,1.4,5,9,14,4.8,2.4,4,2,10,10,25,10,2,8,4,257,24,190,117,2,27,7,15,2,0.361111111,0.7,3,7,0,0,14,7,40,7,31,29,0,0,0,0,0
org.jfree.chart.plot.DialShape,2.2,4,3,11,6.8,3.6,5,5,5,5,13,5,2,3,2,41,18,29,17,1,12,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.plot.dial.DialTextAnnotation,1.7,9,13,34,6.75,3.95,9,7,20,20,35,20,2,18,14,145,79,104,70,2,35,17,15,2,0.37654321,1.15,12,23,3,3,50,22,197,35,51,46,18,0,0,0,0
org.jfree.chart.plot.dial.DialValueIndicator,1.775,17,26,71,7.425,4.575,18,16,40,40,55,40,3,37,26,316,183,233,155,2,55,37,15,2,0.383040936,1.625,18,65,10,7,151,62,700,118,93,77,46,42,5,0,0
org.jfree.chart.servlet.DisplayChart,3.666666667,9,2,11,15.66666667,10,0,0,3,3,14,3,0,3,2,49,30,31,20,2,17,3,11,2,0.166666667,1.333333333,4,4,0,0,10,4,28,10,19,18,5,0,0,0,0
org.jfree.data.DomainOrder,2.2,4,3,11,6.8,3.6,5,5,5,5,13,5,2,3,2,43,18,29,17,1,12,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGenerator,1,1,3,3,4.333333333,2.333333333,2,2,3,3,14,3,0,3,3,18,7,10,4,1,16,3,11,1,0.125,0.666666667,2,2,0,0,4,2,52,4,15,15,0,0,2,0,0
org.jfree.data.time.DynamicTimeSeriesCollection,2.095238095,9,26,88,8.142857143,4.833333333,27,22,42,42,73,42,6,36,53,385,203,285,178,5,76,39,31,5,0.411356209,0.761904762,15,32,5,4,69,32,95,67,89,87,21,0,0,0,0
org.jfree.chart.block.EmptyBlock,1,1,5,5,4,2,9,1,5,5,44,5,0,5,9,24,10,16,8,2,45,3,39,2,0.349593496,2.2,3,11,0,0,21,11,83,5,84,67,8,0,0,0,0
org.jfree.chart.encoders.EncoderUtil,1,1,8,8,6,2,0,0,0,8,19,8,0,8,28,50,16,25,8,1,21,8,11,1,0.148148148,2,3,16,0,0,26,8,56,26,23,23,12,0,0,0,0
org.jfree.chart.axis.ExtendedCategoryAxis,2,6,7,22,7.545454545,4.363636364,59,4,11,11,122,11,3,8,12,89,48,61,39,3,123,8,111,3,0.230994152,1.818181818,12,20,3,3,39,16,179,25,227,181,15,0,0,0,0
org.jfree.chart.ui.ExtensionFileFilter,1.666666667,3,2,5,6.333333333,3.333333333,2,2,3,3,14,3,0,3,3,23,10,15,8,2,17,3,11,2,0.166666667,0,1,0,0,0,0,0,0,0,14,14,1,0,0,0,0
org.jfree.chart.plot.FastScatterPlot,2.163265306,16,25,106,8.93877551,5.428571429,48,18,49,49,119,49,6,43,64,463,266,319,210,2,118,45,70,2,0.235409322,2.12244898,24,104,12,5,207,93,720,185,258,166,82,46,8,0,0
org.jfree.data.time.FixedMillisecond,1.411764706,5,13,24,5.235294118,2.470588235,2,2,17,17,30,17,0,17,8,94,42,60,32,2,21,5,13,2,0.400740741,0,1,0,0,0,0,0,0,0,32,32,8,0,0,0,0
org.jfree.chart.block.FlowArrangement,3.285714286,13,6,46,15.42857143,10.07142857,5,5,14,14,24,14,8,6,33,223,141,138,89,1,25,13,10,1,0.185064935,5.428571429,10,76,2,2,45,31,84,45,39,38,54,0,0,0,0
org.jfree.chart.ui.FontChooserPanel,2.5,6,3,15,15,11.16666667,6,6,6,6,17,6,0,6,2,101,67,75,48,2,20,6,11,2,0.19047619,0,4,0,5,3,0,0,0,0,17,17,12,1,1,0,0
org.jfree.chart.ui.FontDisplayField,1.25,2,3,5,5,2.5,2,2,4,4,15,4,1,3,3,26,10,16,9,2,18,4,11,2,0.177777778,0,2,0,2,2,0,0,0,0,15,15,6,1,1,0,0
org.jfree.chart.text.G2TextMeasurer,1,1,2,2,5,3,1,1,2,2,13,2,0,2,4,13,6,9,2,1,15,2,11,1,0.111111111,0.5,2,1,1,1,4,1,12,4,14,14,4,0,0,0,0
org.jfree.chart.renderer.category.GanttRenderer,3.5625,18,10,57,19.6875,14.3125,97,5,16,16,280,16,4,12,44,323,229,204,128,5,283,13,264,5,0.372792937,6.25,22,100,2,1,191,67,447,77,494,402,43,1,31,16,0
org.jfree.chart.renderer.category.GradientBarPainter,3.444444444,9,5,31,21.88888889,16.44444444,3,3,9,9,18,9,3,6,32,202,148,139,98,1,18,7,9,1,0.206439394,2.111111111,6,19,0,0,29,11,46,29,52,26,30,2,7,0,0
org.jfree.chart.util.GradientPaintTransformType,2.4,5,3,12,7.6,4.2,6,6,5,5,13,5,2,3,2,53,21,33,19,1,12,2,8,1,0.202020202,0,1,0,4,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.renderer.xy.GradientXYBarPainter,3.444444444,9,5,31,21.77777778,16.33333333,3,3,9,9,18,9,3,6,32,201,147,139,98,1,18,7,9,1,0.206439394,2,6,18,0,0,28,10,44,28,51,25,30,1,9,0,0
org.jfree.chart.renderer.GrayPaintScale,1.7,6,8,17,6.4,3.7,3,3,10,10,18,10,0,10,7,70,37,48,30,1,17,7,8,1,0.236742424,0.2,4,2,0,0,6,2,6,6,19,19,1,22,1,0,0
org.jfree.chart.block.GridArrangement,3.642857143,13,3,51,16.42857143,10.64285714,3,3,14,14,24,14,9,5,34,235,149,165,84,1,25,13,10,1,0.185064935,6.857142857,8,96,0,0,109,76,249,109,42,41,70,99,21,2,0
org.jfree.chart.renderer.category.GroupedStackedBarRenderer,4.571428571,13,1,32,28,19,95,2,7,7,272,7,2,5,25,201,133,115,64,5,273,2,265,5,0.458024691,9.571428571,21,67,1,1,110,51,293,68,487,395,24,4,10,6,0
org.jfree.chart.util.HashUtilities,1.9,3,3,19,5.9,3.3,0,0,0,10,21,10,0,10,18,61,33,46,25,1,23,10,11,1,0.151515152,0,3,0,0,0,0,0,0,0,21,21,4,0,0,0,0
org.jfree.data.general.HeatMapUtilities,3,5,0,9,14.33333333,9.333333333,0,0,0,3,14,3,0,3,8,45,28,39,19,1,16,3,11,1,0.125,5.333333333,7,16,0,0,14,6,26,14,50,17,8,45,0,0,0
org.jfree.chart.util.HexNumberFormat,1.285714286,3,6,9,4.571428571,2.142857143,5,5,7,7,18,7,0,7,10,39,15,30,13,2,21,7,11,2,0.194444444,0,4,0,0,0,0,0,0,0,18,18,3,0,0,0,0
org.jfree.chart.labels.HighLowItemLabelGenerator,3,7,3,21,12.14285714,7.857142857,3,3,7,7,15,7,0,7,9,91,55,60,38,1,14,4,8,1,0.224242424,1.142857143,8,8,2,2,6,2,6,6,16,16,5,0,0,0,0
org.jfree.chart.renderer.xy.HighLowRenderer,2.823529412,23,14,48,12.05882353,7.764705882,76,6,17,17,238,17,2,15,20,214,132,138,89,3,239,14,221,3,0.34890873,3.117647059,19,53,2,1,89,37,306,63,412,350,20,1,9,8,0
org.jfree.data.statistics.HistogramBin,1.5,4,6,12,5.375,2.875,4,4,8,8,17,8,0,8,3,49,23,35,18,1,17,6,9,1,0.203463203,0,2,0,0,0,0,0,0,0,17,17,0,0,0,0,0
org.jfree.data.statistics.HistogramDataset,2.142857143,10,14,45,8.80952381,5.285714286,8,3,21,21,51,21,4,17,29,192,111,143,82,5,53,17,30,5,0.301561365,0.857142857,12,18,2,2,23,14,56,20,62,62,21,0,1,0,0
org.jfree.data.statistics.HistogramType,2.4,5,3,12,7.4,4,5,5,5,5,13,5,2,3,2,47,20,31,19,1,12,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.util.HorizontalAlignment,2.2,4,3,11,7,3.8,5,5,5,5,13,5,2,3,2,45,19,30,17,1,12,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.data.time.Hour,1.695652174,5,16,39,7.217391304,4.173913043,7,7,22,23,37,23,0,23,15,175,96,122,71,2,29,12,14,2,0.382097902,0.782608696,5,18,1,1,28,18,96,28,71,53,15,0,0,0,0
org.jfree.chart.encoders.ImageEncoderFactory,1.5,3,4,9,9,5.666666667,1,1,0,6,17,6,1,5,12,60,34,37,23,1,19,6,11,1,0.142857143,0.666666667,7,4,1,1,0,0,0,0,17,17,1,0,0,0,0
org.jfree.chart.imagemap.ImageMapUtilities,3.571428571,9,3,25,16.71428571,10.42857143,0,0,0,7,18,7,0,7,20,119,73,71,48,1,20,7,11,1,0.145833333,2.142857143,12,15,0,0,17,13,52,17,30,26,9,23,3,3,0
org.jfree.chart.title.ImageTitle,2.454545455,6,5,27,13.18181818,8.909090909,20,1,11,11,66,11,2,9,25,148,98,95,59,3,67,8,55,3,0.350574713,4.636363636,10,51,1,1,63,34,173,35,114,96,32,0,0,0,0
org.jfree.chart.renderer.category.IntervalBarRenderer,4,13,2,20,23,16.2,92,1,5,5,267,5,1,4,23,118,81,72,42,4,270,2,262,4,0.292662474,8.6,16,43,0,0,84,34,286,32,474,384,18,2,30,6,0
org.jfree.chart.labels.IntervalCategoryItemLabelGenerator,2.25,6,3,9,9.5,5.5,10,2,4,4,29,4,1,3,7,46,22,29,17,3,32,3,25,3,0.533653846,4.25,6,17,0,0,16,12,24,0,35,33,2,0,0,0,0
org.jfree.chart.labels.IntervalCategoryToolTipGenerator,2.4,6,3,12,9.4,5.4,10,2,5,5,28,5,1,4,8,53,27,35,22,3,30,3,23,3,0.380833333,3.6,6,18,0,0,18,13,32,0,35,32,2,0,0,0,0
org.jfree.chart.plot.IntervalMarker,1.545454545,7,10,17,5.909090909,3,18,4,11,11,51,11,0,11,16,71,33,47,30,2,52,9,40,2,0.215873016,1.090909091,5,12,0,0,26,11,124,9,61,56,5,0,0,0,0
org.jfree.data.xy.IntervalXYDelegate,1.863636364,6,8,41,7.136363636,4.227272727,6,6,22,22,30,22,2,20,20,166,93,119,69,1,29,19,8,1,0.249242424,0.772727273,11,17,0,0,19,9,37,19,37,36,5,7,0,0,0
org.jfree.chart.labels.IntervalXYItemLabelGenerator,2.222222222,10,7,20,11.77777778,7.222222222,8,1,9,9,30,9,1,8,19,111,65,66,43,2,30,6,21,2,0.343253968,2.666666667,6,24,0,0,30,14,87,0,36,35,12,0,0,0,0
org.jfree.data.xml.ItemHandler,1.571428571,3,5,11,7.142857143,3.714285714,4,4,7,7,18,7,0,7,11,56,26,35,19,2,21,7,11,2,0.194444444,1.428571429,8,10,2,2,18,8,20,18,39,24,7,0,0,0,0
org.jfree.chart.labels.ItemLabelAnchor,8,26,2,32,24.5,15.5,27,27,4,4,13,4,2,2,2,152,62,94,60,1,13,2,9,1,0.171717172,0,1,0,25,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.labels.ItemLabelPosition,2.125,7,6,17,7.75,4.125,5,5,8,8,18,8,0,8,7,69,33,44,29,1,19,7,10,1,0.176136364,0.875,3,7,3,2,6,3,36,6,21,20,11,0,0,0,0
org.jfree.data.jdbc.JDBCCategoryDataset,5,28,5,35,17.71428571,11.28571429,9,3,7,7,57,7,0,7,14,129,79,67,42,4,62,7,50,4,0.233333333,1.285714286,11,9,1,1,29,9,25,0,100,85,8,0,1,0,0
org.jfree.data.jdbc.JDBCPieDataset,4,17,3,24,15.33333333,10.33333333,8,2,6,6,50,6,0,6,13,96,62,52,35,4,55,6,44,4,0.228571429,0.5,10,3,1,1,8,3,6,0,83,74,8,0,1,0,0
org.jfree.data.jdbc.JDBCXYDataset,3.888888889,51,15,70,12.77777778,8.5,11,6,18,18,46,18,1,17,24,239,153,149,100,4,49,16,28,4,0.273202614,0.111111111,13,2,2,2,5,2,10,3,51,51,16,0,1,0,0
org.jfree.chart.JFreeChart,2.271428571,16,41,159,9.614285714,6.014285714,22,22,69,70,79,70,6,64,76,702,421,475,326,1,79,68,9,1,0.224857268,1.714285714,47,120,15,11,180,78,527,180,165,125,109,14,3,4,0
org.jfree.chart.entity.JFreeChartEntity,1.7,7,8,17,6.3,3.4,6,2,10,10,29,10,2,8,12,67,34,47,31,2,28,6,19,2,0.498447205,2,9,20,1,1,36,20,267,19,39,37,10,67,0,0,0
org.jfree.chart.JFreeChart,2,3,1,4,64,60,10,0,2,2,40,2,0,2,0,129,120,21,13,4,44,1,38,4,0.141880342,52.5,6,105,0,0,302,105,312,289,56,54,5,14,3,4,0
org.jfree.chart.resources.JFreeChartResources,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,12,1,4,1,2,15,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0
org.jfree.data.xml.KeyHandler,1.5,2,3,9,6.833333333,3.166666667,3,3,6,6,17,6,2,4,12,46,19,25,15,2,20,6,11,2,0.19047619,1,5,6,2,2,8,4,10,8,21,21,5,0,0,0,0
org.jfree.data.KeyToGroupMap,3.333333333,8,3,40,12.66666667,7.833333333,4,4,10,12,21,12,2,10,12,158,94,105,69,1,21,10,9,1,0.212121212,0.083333333,8,1,2,2,3,1,9,3,22,22,12,0,0,0,0
org.jfree.data.KeyedObject,1.833333333,5,4,11,6.166666667,3.333333333,3,3,6,6,15,6,0,6,4,42,20,30,17,1,15,4,9,1,0.193939394,0.5,3,3,0,0,6,2,18,6,16,16,0,0,0,0,0
org.jfree.data.KeyedObjectComparator,4.25,13,2,17,16.25,10,2,2,4,4,15,4,0,4,4,69,40,44,31,1,17,4,11,1,0.133333333,4,5,16,2,2,14,10,60,14,19,18,8,69,0,0,0
org.jfree.data.KeyedObjectComparatorType,1.75,4,3,7,5.5,2.75,3,3,4,4,12,4,1,3,2,29,11,19,10,1,11,1,8,1,0.174242424,0,1,0,2,1,0,0,0,0,12,12,0,29,0,0,0
