relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,DIT,NMA,NMI,NOA,PII,AMC,CBO,CC,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,ADD,MOD,DEL,bug
math.analysis.function.Subtract,1,1,1,1,3,1,0,0,1,1,12,1,0,1,2,5,1,3,1,1,14,1,1,11,1,0.083333333,0,0,0,0,0,0,0,12,12,5,0,0,0
math.stat.descriptive.summary.Sum,1.363636364,3,9,15,5.272727273,2.727272727,4,3,10,11,36,11,0,11,13,68,30,49,29,3,36,3,7,25,3,0.348060345,0.545454545,4,6,18,6,69,4,61,49,4,6,4,0
math.stat.descriptive.summary.SumOfLogs,1.222222222,3,8,11,4.888888889,2.555555556,4,3,8,9,34,9,0,9,7,54,23,38,22,3,34,3,5,25,3,0.337643678,0.777777778,5,7,16,7,39,8,61,48,4,5,4,0
math.stat.descriptive.summary.SumOfSquares,1.222222222,3,8,11,4.888888889,2.555555556,4,3,8,9,34,9,0,9,7,54,23,38,22,3,34,3,5,25,3,0.337643678,0.555555556,4,5,12,5,35,4,59,47,4,5,4,0
math.stat.descriptive.SummaryStatistics,1.552631579,10,30,59,7,4.421052632,19,19,37,38,46,38,1,37,13,290,168,202,138,1,47,1,35,8,1,0.252946128,1.868421053,20,71,93,38,140,93,89,69,3,12,0,1
math.stat.descriptive.SynchronizedDescriptiveStatistics,1,1,15,15,3.733333333,1.4,16,1,14,15,64,15,0,15,8,70,21,38,20,2,57,2,5,49,2,0.24168236,1,5,15,23,14,85,4,108,81,3,1,0,0
math.stat.descriptive.SynchronizedMultivariateSummaryStatistics,1,1,31,31,3,1,12,1,31,31,40,31,0,31,11,127,31,64,31,2,13,2,1,9,2,0.367521368,1,4,31,42,31,152,0,111,76,0,9,8,0
math.stat.descriptive.SynchronizedSummaryStatistics,1,1,35,35,3.314285714,1.171428571,20,1,34,35,49,35,0,35,13,151,41,78,40,2,21,2,4,14,2,0.407407407,1,5,35,49,35,211,4,124,90,3,1,0,0
math.distribution.TDistributionImpl,1.5,3,11,24,5.625,2.9375,13,4,16,16,37,16,6,10,9,110,47,61,34,3,30,3,5,21,3,0.353219697,0.625,8,10,22,9,82,19,84,56,52,10,4,0
math.stat.inference.TTestImpl,1.166666667,3,27,35,7,3.6,0,0,30,30,41,30,10,20,85,212,108,108,66,1,43,1,30,11,1,0.161290323,2.5,12,75,89,38,120,89,78,51,5,36,15,0
math.analysis.function.Tan,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,74,2,17,13,5,0,0,0
math.analysis.function.Tanh,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,73,2,15,13,5,0,0,0
math.stat.inference.TestUtils,1,1,33,33,4.272727273,1,4,4,1,33,44,33,1,32,68,148,33,71,33,1,46,1,33,11,1,0.161764706,0.96969697,10,32,0,0,0,0,44,44,1,36,27,0
math.stat.descriptive.moment.ThirdMoment,1.142857143,2,6,8,5.571428571,3.285714286,11,3,6,7,42,7,0,7,4,48,23,34,20,5,46,5,4,35,5,0.359649123,2.142857143,4,15,11,6,27,4,70,57,3,1,0,0
math.ode.nonstiff.ThreeEighthesIntegrator,1,1,1,1,3,1,19,3,1,1,35,1,0,1,1,16,1,6,1,3,39,3,1,34,3,0.125,2,1,2,8,2,8,1,92,63,0,0,0,0
math.ode.nonstiff.ThreeEighthesStepInterpolator,1.25,2,3,5,8,5.25,15,1,4,4,42,4,2,2,3,38,21,27,6,3,44,3,2,38,3,0.183333333,2.25,2,9,2,1,15,0,48,45,0,1,0,0
math.stat.ranking.TiesStrategy,1,1,2,2,0,0,7,5,2,2,19,2,0,2,1,7,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,0,0,0,0
math.exception.TooManyEvaluationsException,1,1,1,1,4,2,13,1,1,1,45,1,0,1,1,7,2,5,2,7,53,7,1,44,7,0.145833333,3,3,3,6,3,7,3,51,48,7,0,0,0
math.genetics.TournamentSelection,1.4,3,4,7,6.4,3.6,1,1,5,5,16,5,1,4,4,35,18,24,12,1,18,1,5,11,1,0.138888889,1.2,7,6,7,5,19,7,23,21,1,1,0,0
math.util.TransformerMap,1.75,7,9,21,5.666666667,2.916666667,3,3,12,12,21,12,0,12,8,75,35,52,30,1,21,1,10,9,1,0.212121212,0.166666667,8,2,0,0,0,0,21,21,1,1,5,0
math.analysis.integration.TrapezoidIntegrator,2.5,4,1,10,12.75,8.25,9,1,4,4,31,4,1,3,7,55,33,40,24,2,33,2,3,27,2,0.178571429,5.25,8,21,21,10,38,11,40,36,0,7,10,0
math.linear.TriDiagonalTransformer,3.875,11,3,31,15.25,10.5,6,6,8,8,19,8,1,7,1,130,84,126,78,1,21,1,8,11,1,0.148148148,2.625,5,21,13,5,10,13,35,22,1,3,1,0
math.analysis.interpolation.TricubicSplineInterpolatingFunction,5.5,7,0,11,19,12.5,2,2,2,2,13,2,0,2,4,42,25,42,21,1,15,1,2,11,1,0.111111111,1.5,1,3,12,3,6,12,19,14,303,0,0,0
math.analysis.interpolation.TricubicSplineInterpolatingFunction,10,29,0,40,46.75,33,5,5,4,4,15,4,2,2,17,260,132,122,85,1,17,1,4,11,1,0.133333333,8.25,5,33,97,33,113,97,31,21,303,0,0,0
math.analysis.interpolation.TricubicSplineInterpolator,9,23,0,27,39.66666667,28.33333333,0,0,3,3,14,3,2,1,7,122,85,118,62,1,16,1,3,11,1,0.125,5.666666667,6,17,58,17,388,58,60,22,122,0,0,0
math.analysis.function.Ulp,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,5,2,14,13,5,0,0,0
math.optimization.linear.UnboundedSolutionException,1,1,1,1,3,1,13,1,1,1,45,1,0,1,0,6,1,4,1,6,52,6,1,44,6,0.142857143,2,1,2,3,1,2,0,45,45,0,1,0,0
math.random.UncorrelatedRandomVectorGenerator,1.666666667,2,1,5,8,4.333333333,3,3,3,3,14,3,0,3,5,30,13,22,13,1,16,1,3,11,1,0.125,0.666666667,2,2,3,1,2,3,20,15,0,1,2,0
math.random.UniformRandomGenerator,1,1,2,2,3,1,2,2,2,2,13,2,0,2,1,10,2,7,2,1,15,1,2,11,1,0.111111111,0.5,2,1,0,0,0,0,13,13,0,1,1,0
math.random.UnitSphereRandomVectorGenerator,2,4,2,6,8.333333333,5,2,2,3,3,14,3,0,3,3,30,15,25,13,1,16,1,3,11,1,0.125,1,3,3,3,2,5,3,17,16,0,1,0,0
math.analysis.integration.UnivariateRealIntegratorImpl,1.235294118,2,13,21,4.294117647,2,8,8,17,17,28,17,7,10,9,83,34,55,29,1,34,1,17,11,1,0.157407407,0.411764706,5,7,11,4,23,11,35,31,20,22,9,0
math.analysis.interpolation.UnivariateRealPeriodicInterpolator,2,4,2,6,14,9.333333333,4,4,3,3,14,3,0,3,7,49,28,39,21,1,16,1,3,11,1,0.125,2,3,6,18,5,13,18,27,17,49,0,0,0
math.optimization.univariate.UnivariateRealPointValuePair,1,1,3,3,3.666666667,1.333333333,3,3,3,3,14,3,0,3,2,16,4,11,4,1,16,1,3,11,1,0.125,0,0,0,0,0,0,0,14,14,16,0,0,0
math.analysis.solvers.UnivariateRealSolverUtils,2.583333333,10,5,31,12.5,7.416666667,0,0,1,12,23,12,1,11,39,152,89,89,59,1,25,1,12,11,1,0.153846154,3.333333333,13,40,68,20,141,68,41,33,85,41,9,0
math.random.ValueServer,1.625,7,17,39,5.083333333,2.625,13,13,24,24,35,24,5,19,10,137,63,97,55,1,37,1,24,11,1,0.16,0.833333333,9,20,13,6,26,13,42,40,1,4,1,0
math.stat.descriptive.moment.Variance,2.095238095,7,13,44,7.714285714,4.666666667,5,4,20,21,45,21,0,21,33,174,98,126,80,3,44,3,16,24,3,0.426098715,1.19047619,8,25,46,19,79,25,84,65,4,2,0,1
math.geometry.euclidean.oned.Vector1D,1.151515152,4,30,38,3.96969697,1.757575758,7,7,30,33,41,33,0,33,41,145,58,99,43,1,40,1,30,8,1,0.252199413,0.424242424,11,14,25,13,26,25,54,48,145,0,0,0
math.geometry.euclidean.oned.Vector1DFormat,1.222222222,2,7,11,4.666666667,2.222222222,10,0,7,9,34,9,0,9,13,44,20,27,13,2,36,2,8,25,2,0.210351377,2.222222222,7,20,39,12,89,11,49,44,44,0,0,0
math.geometry.euclidean.twod.Vector2D,1.147058824,4,31,39,4.205882353,2,7,7,31,34,42,34,0,34,42,157,68,110,49,1,41,1,31,8,1,0.252367424,0.617647059,11,21,41,20,66,41,57,51,157,0,0,0
math.geometry.euclidean.twod.Vector2DFormat,1.222222222,2,7,11,4.777777778,2.222222222,10,0,7,9,34,9,0,9,15,45,20,27,13,2,36,2,8,25,2,0.210351377,2.111111111,7,19,41,13,92,13,50,45,45,0,0,0
math.geometry.euclidean.threed.Vector3D,1.25,4,39,55,4.795454545,2.522727273,14,14,37,44,52,44,0,44,54,232,111,168,78,1,51,1,41,8,1,0.253607504,1.318181818,11,58,173,54,1016,173,83,69,232,0,0,1
math.geometry.euclidean.threed.Vector3DFormat,1.222222222,2,7,11,4.777777778,2.222222222,10,0,7,9,34,9,0,9,15,45,20,27,13,2,36,2,8,25,2,0.210351377,2.222222222,7,20,43,14,95,15,51,46,45,0,0,0
math.geometry.VectorFormat,1.533333333,7,13,23,5.6,3.066666667,10,10,14,15,26,15,6,9,21,97,46,75,44,1,31,1,15,11,1,0.15625,0.733333333,6,11,35,11,72,35,34,31,97,0,0,0
math.stat.descriptive.moment.VectorialCovariance,3,7,3,21,10.57142857,6.857142857,5,5,7,7,16,7,0,7,4,83,48,69,43,1,16,1,5,9,1,0.199494949,0.571428571,4,4,6,2,4,6,31,18,5,10,1,0
math.stat.descriptive.moment.VectorialMean,2.333333333,4,1,14,7.166666667,4,2,2,6,6,15,6,0,6,3,49,24,39,23,1,15,1,4,9,1,0.193939394,0.833333333,3,5,8,5,13,8,28,20,2,6,1,0
math.optimization.VectorialPointValuePair,2.333333333,5,2,14,4.166666667,2,3,3,6,6,17,6,0,6,5,30,12,18,8,1,19,1,6,11,1,0.142857143,0,0,0,0,0,0,0,17,17,4,6,0,0
math.distribution.WeibullDistributionImpl,1.411764706,4,13,24,5.352941176,2.882352941,14,5,17,17,38,17,6,11,11,111,49,68,35,3,31,3,6,21,3,0.359172078,0.941176471,7,16,39,16,550,38,78,57,59,12,17,0
math.optimization.fitting.WeightedObservedPoint,1,1,4,4,3.5,1.5,4,4,4,4,15,4,0,4,3,20,6,15,6,1,17,1,4,11,1,0.133333333,0,0,0,0,0,0,0,15,15,0,0,0,0
math.random.Well1024a,1,1,5,5,5.6,3.6,14,5,5,5,32,5,1,4,4,36,18,29,8,3,35,3,4,27,3,0.211904762,4.4,1,22,23,4,26,0,50,38,36,0,0,0
math.random.Well19937a,1,1,5,5,6,4,14,5,5,5,32,5,1,4,4,38,20,31,9,3,35,3,4,27,3,0.211904762,5.2,1,26,23,4,26,0,50,38,38,0,0,0
math.random.Well19937c,1,1,5,5,6.4,4.4,14,5,5,5,32,5,1,4,4,40,22,33,11,3,35,3,4,27,3,0.211904762,5.2,1,26,23,4,26,0,50,38,40,0,0,0
math.random.Well44497a,1.2,2,4,6,6.4,4.4,14,5,5,5,32,5,1,4,4,40,22,33,9,3,35,3,4,27,3,0.211904762,5.2,1,26,23,4,26,0,50,38,40,0,0,0
math.random.Well44497b,1.2,2,4,6,6.8,4.8,14,5,5,5,32,5,1,4,4,42,24,35,11,3,35,3,4,27,3,0.211904762,5.2,1,26,23,4,26,0,50,38,42,0,0,0
math.random.Well512a,1,1,5,5,5.4,3.4,14,5,5,5,32,5,1,4,4,35,17,28,8,3,35,3,4,27,3,0.211904762,3.8,1,19,23,4,26,0,50,38,35,0,0,0
math.stat.inference.WilcoxonSignedRankTestImpl,2.777777778,5,3,25,11.33333333,6.888888889,1,1,9,9,20,9,5,4,16,105,62,78,44,1,22,1,9,11,1,0.15,1.111111111,7,10,20,8,94,20,62,27,105,0,0,0
math.exception.ZeroException,1,1,2,2,3,1,13,1,2,2,43,2,0,2,1,9,2,6,2,7,51,7,2,41,7,0.194444444,1,2,2,4,1,3,0,49,46,9,0,0,0
math.distribution.ZipfDistributionImpl,1.5,3,8,18,5.583333333,3.083333333,10,3,12,12,38,12,5,7,8,80,37,53,26,3,35,3,5,26,3,0.279040404,0.333333333,4,4,12,4,250,12,61,51,33,10,18,0
