relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,DIT,NMA,NMI,NOA,PII,AMC,CBO,CC,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,ADD,MOD,DEL,bug
math.analysis.interpolation.DividedDifferenceInterpolator,2,3,1,4,11,8,1,1,1,2,13,2,1,1,4,26,16,24,12,1,15,1,2,11,1,0.111111111,1.5,3,3,11,3,27,11,26,15,0,6,5,0
math.ode.nonstiff.DormandPrince54Integrator,1.5,3,3,6,8,4.25,38,10,4,4,55,4,1,3,12,57,17,28,7,4,58,4,2,51,4,0.190356394,3.75,4,15,33,8,57,11,121,89,0,3,0,0
math.ode.nonstiff.DormandPrince54StepInterpolator,1.833333333,5,4,11,12.5,9.166666667,31,17,6,6,42,6,2,4,8,99,55,81,44,3,42,3,2,36,3,0.2,3.166666667,3,19,10,4,29,0,50,47,0,1,0,0
math.ode.nonstiff.DormandPrince853Integrator,1.75,4,3,7,11.5,7.5,48,20,4,4,55,4,1,3,12,125,30,45,10,4,58,4,2,51,4,0.190356394,4,4,16,35,9,55,13,121,89,0,23,0,0
math.ode.nonstiff.DormandPrince853StepInterpolator,3.444444444,7,3,31,19.33333333,14.55555556,60,46,9,9,43,9,3,6,11,255,131,189,91,3,41,3,3,34,3,0.2375,8.666666667,4,78,30,13,96,13,58,51,3,7,0,0
math.exception.util.DummyLocalizable,1,1,4,4,3,1,2,2,4,4,14,4,0,4,2,17,4,11,4,1,15,1,3,10,1,0.15530303,0,2,0,0,0,0,0,14,14,17,0,0,0
math.ode.sampling.DummyStepHandler,1,1,5,5,2.4,0.4,0,0,4,5,16,5,2,3,2,17,2,10,2,1,18,1,5,11,1,0.138888889,0.4,2,2,0,0,0,0,16,16,0,0,3,0
math.ode.sampling.DummyStepInterpolator,1.571428571,3,5,11,5.857142857,3,14,2,7,7,40,7,2,5,8,50,21,34,21,2,39,2,3,33,2,0.202702703,1.714285714,2,12,13,6,100,0,46,43,17,5,0,0
math.linear.EigenDecompositionImpl,3.933333333,33,7,59,15.66666667,10.46666667,10,10,15,15,26,15,3,12,12,366,157,330,211,1,28,1,15,11,1,0.15625,2.933333333,13,44,71,33,105,71,58,40,19,49,15,1
math.genetics.ElitisticListPopulation,1.4,2,3,7,5.4,3,3,1,5,5,26,5,0,5,6,30,15,24,13,2,29,2,5,21,2,0.185185185,1,2,5,9,5,36,2,37,30,1,2,0,0
math.ode.nonstiff.EmbeddedRungeKuttaIntegrator,2.818181818,21,10,31,14,9.272727273,28,9,11,11,53,11,3,8,32,169,102,134,85,3,59,3,10,42,3,0.235024665,5.181818182,10,57,92,27,545,35,114,84,0,38,21,1
math.random.EmpiricalDistributionImpl,1.8125,6,10,29,8.5,5.5,10,10,16,16,27,16,2,14,12,222,88,164,95,1,29,1,16,11,1,0.156862745,2.125,16,34,54,31,142,54,67,49,10,15,1,0
math.special.Erf,3,4,1,9,6,3.333333333,0,0,1,3,14,3,1,2,2,20,10,14,8,1,16,1,3,11,1,0.125,1.333333333,2,4,14,4,59,14,31,17,8,4,0,0
math.geometry.euclidean.oned.Euclidean1D,1,1,5,5,2.8,0.8,1,1,4,5,16,5,2,3,0,20,4,13,4,1,18,1,5,11,1,0.138888889,0.8,3,4,3,1,2,3,19,17,20,0,0,0
math.geometry.euclidean.twod.Euclidean2D,1,1,5,5,2.8,0.8,1,1,4,5,16,5,2,3,0,20,4,13,4,1,18,1,5,11,1,0.138888889,0.6,2,3,1,1,2,1,17,17,20,0,0,0
math.geometry.euclidean.threed.Euclidean3D,1,1,5,5,2.8,0.8,1,1,4,5,16,5,2,3,0,20,4,13,4,1,18,1,5,11,1,0.138888889,0.6,2,3,1,1,2,1,17,17,20,0,0,0
math.stat.clustering.EuclideanIntegerPoint,2.428571429,5,3,17,7.857142857,4.428571429,2,2,7,7,15,7,0,7,4,62,31,51,30,1,14,1,4,8,1,0.224242424,0.142857143,5,1,3,1,9,3,17,16,0,1,0,0
math.ode.nonstiff.EulerIntegrator,1,1,1,1,3,1,19,3,1,1,35,1,0,1,1,12,1,6,1,3,39,3,1,34,3,0.125,2,1,2,8,2,8,1,92,63,0,0,0,0
math.ode.nonstiff.EulerStepInterpolator,1.25,2,3,5,4,1.25,15,1,4,4,42,4,2,2,3,22,5,13,6,3,44,3,2,38,3,0.183333333,2,3,8,2,1,15,0,48,45,0,1,0,0
math.ode.events.EventException,1,1,2,2,3,1,11,1,2,2,40,2,0,2,3,9,2,6,2,4,45,4,2,38,4,0.177777778,1,1,2,5,2,7,0,40,40,0,1,0,0
math.ode.events.EventState,2.636363636,12,6,29,14.36363636,10.18181818,14,14,11,11,22,11,0,11,13,184,112,126,77,1,24,1,11,11,1,0.152777778,4.727272727,17,52,48,17,149,48,41,30,51,36,21,0
math.exception.util.ExceptionContext,1.625,4,11,26,7.4375,4.0625,4,4,16,16,27,16,8,8,17,125,65,96,49,1,29,1,16,11,1,0.156862745,0.125,6,2,2,1,16,2,28,28,125,0,0,0
math.analysis.function.Exp,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,2,2,14,13,5,0,0,0
math.analysis.function.Expm1,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,2,2,15,13,5,0,0,0
math.distribution.ExponentialDistributionImpl,1.411764706,3,11,24,4.764705882,2.294117647,13,4,17,17,37,17,6,11,9,101,39,59,34,3,29,3,5,20,3,0.388888889,0.411764706,8,7,15,6,37,15,77,55,37,16,3,0
math.distribution.FDistributionImpl,1.470588235,3,11,25,6.294117647,3.529411765,14,5,17,17,38,17,6,11,11,128,60,74,36,3,31,3,6,21,3,0.359172078,0.588235294,7,10,26,10,54,23,86,57,67,17,15,0
math.transform.FastCosineTransformer,1.4,5,9,14,7.9,4.6,0,0,10,10,21,10,1,9,21,81,46,59,30,1,23,1,10,11,1,0.151515152,2.2,8,22,47,19,220,47,60,32,0,9,0,0
math.transform.FastFourierTransformer,2.208333333,11,14,53,10.375,6.375,2,2,17,24,35,24,3,21,46,424,153,321,192,1,37,1,24,11,1,0.16,3.041666667,10,73,126,66,503,126,71,54,1,32,12,0
math.transform.FastHadamardTransformer,2.142857143,5,5,15,10.57142857,6.285714286,0,0,7,7,18,7,2,5,13,76,44,60,31,1,20,1,7,11,1,0.145833333,1.428571429,6,10,26,8,60,26,23,22,0,4,0,0
math.util.FastMath,4.913580247,31,21,398,26.95061728,21.28395062,29,29,1,81,92,81,24,57,119,2298,1724,1867,1306,1,94,1,81,11,1,0.164634146,0.024691358,5,2,0,0,0,0,92,92,2298,0,0,1
math.transform.FastSineTransformer,1.4,5,9,14,7.6,4.5,0,0,10,10,21,10,1,9,21,78,45,58,31,1,23,1,10,11,1,0.151515152,1.9,8,19,44,17,165,44,60,31,0,8,0,0
math.linear.FieldLUDecompositionImpl,4.285714286,13,2,30,16.71428571,11.57142857,8,8,7,7,18,7,0,7,1,259,81,255,154,1,20,1,7,11,1,0.145833333,4.285714286,8,30,20,5,16,20,30,21,1,13,12,0
math.stat.descriptive.moment.FirstMoment,1.125,2,7,9,5.875,3.625,6,5,7,8,34,8,0,8,4,59,29,43,27,3,38,3,5,26,3,0.242816092,0.5,4,4,7,4,14,4,58,47,4,1,0,0
math.ode.FirstOrderConverter,1,1,3,3,6,3.666666667,5,5,3,3,14,3,0,3,4,25,11,20,11,1,16,1,3,11,1,0.125,0.666666667,3,2,0,0,0,0,14,14,0,1,0,0
math.genetics.FixedGenerationCount,1.666666667,2,1,5,5.333333333,2.666666667,2,2,3,3,14,3,0,3,2,20,8,14,8,1,16,1,3,11,1,0.125,0,2,0,0,0,0,0,14,14,1,1,0,0
math.analysis.function.Floor,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,16,2,13,13,5,0,0,0
math.stat.descriptive.moment.FourthMoment,1.142857143,2,6,8,5.857142857,3.571428571,13,2,6,7,46,7,0,7,4,49,25,34,20,6,50,6,4,39,6,0.363492063,2.571428571,4,18,12,7,37,4,76,61,3,1,0,0
math.fraction.Fraction,2.266666667,10,19,68,8.866666667,5.633333333,18,17,29,30,40,30,2,28,27,294,169,196,116,2,36,2,23,10,2,0.350217865,1.3,10,39,92,32,360,92,56,51,6,24,19,0
math.fraction.FractionConversionException,1,1,2,2,3,1,12,1,2,2,44,2,0,2,5,9,2,6,2,5,50,5,2,42,5,0.185185185,1,1,2,0,0,0,0,44,44,0,2,0,0
math.fraction.FractionField,1,1,5,5,2.8,0.8,1,1,4,5,16,5,2,3,0,20,4,13,4,1,18,1,5,11,1,0.138888889,0.8,2,4,0,0,0,0,16,16,0,0,0,0
math.fraction.FractionFormat,1.571428571,5,11,22,7,4.357142857,4,1,7,14,37,14,1,13,16,104,61,65,41,3,41,3,13,23,3,0.579365079,1.785714286,10,25,47,22,129,23,61,47,0,3,0,0
math.stat.Frequency,1.862068966,10,20,54,6.689655172,3.862068966,2,2,29,29,37,29,0,29,25,209,112,140,85,1,36,1,26,8,1,0.251402918,0.068965517,15,2,3,1,7,3,38,38,4,12,29,0
math.analysis.FunctionUtils,1,1,9,9,8.444444444,4.555555556,0,0,1,9,20,9,1,8,15,78,41,52,27,1,22,1,9,11,1,0.15,0,4,0,0,0,0,0,20,20,78,0,0,0
math.stat.regression.GLSMultipleLinearRegression,1.166666667,2,5,7,5.666666667,3.5,5,2,6,6,33,6,5,1,4,41,21,30,13,2,33,2,3,27,2,0.311111111,5.833333333,7,35,22,12,75,11,82,45,0,1,0,0
math.special.Gamma,2.875,7,3,23,12.875,8.25,6,6,1,8,19,8,1,7,15,127,66,77,47,1,21,1,8,11,1,0.148148148,1.25,5,10,22,10,85,22,33,24,4,16,11,0
math.distribution.GammaDistributionImpl,1.470588235,3,11,25,5.235294118,2.529411765,14,5,17,17,38,17,6,11,11,109,43,65,38,3,31,3,6,21,3,0.359172078,0.470588235,7,8,21,8,186,18,87,57,44,18,16,0
math.optimization.general.GaussNewtonOptimizer,6,11,1,12,27,20,17,1,2,2,35,2,0,2,2,58,40,52,25,3,39,3,2,33,3,0.166666667,14,12,28,19,12,98,14,88,55,6,8,0,0
math.analysis.function.Gaussian,1.166666667,2,5,7,6.333333333,3,3,3,5,6,17,6,1,5,9,73,18,49,23,1,19,1,6,11,1,0.142857143,0.5,3,3,6,3,6,6,27,20,73,0,0,0
math.optimization.fitting.GaussianFitter,1,1,3,3,10.33333333,6.666666667,2,0,3,3,22,3,0,3,2,159,20,106,68,2,25,2,3,19,2,0.166666667,1.666666667,3,5,9,5,22,3,47,29,159,0,0,1
math.random.GaussianRandomGenerator,1,1,2,2,3,1,1,1,2,2,13,2,0,2,1,9,2,6,2,1,15,1,2,11,1,0.111111111,0.5,1,1,0,0,0,0,13,13,0,0,0,0
math.genetics.GeneticAlgorithm,1.636363636,5,8,18,6.272727273,3.363636364,7,7,9,11,22,11,0,11,9,78,37,54,31,1,24,1,11,11,1,0.152777778,1.909090909,9,21,9,7,16,9,25,25,0,0,0,0
math.stat.descriptive.moment.GeometricMean,1.153846154,2,11,15,4.461538462,2.076923077,3,2,12,13,38,13,1,12,9,67,27,39,22,3,38,3,9,25,3,0.354310345,1.307692308,8,17,15,8,28,12,67,54,4,4,0,0
math.ode.nonstiff.GillIntegrator,1,1,1,1,3,1,19,3,1,1,35,1,0,1,1,16,1,6,1,3,39,3,1,34,3,0.125,2,2,2,8,2,8,1,92,63,0,3,0,0
math.ode.nonstiff.GillStepInterpolator,1.25,2,3,5,9.25,6.5,17,3,4,4,42,4,2,2,3,45,26,34,6,3,44,3,2,38,3,0.183333333,2.25,3,9,2,1,15,0,48,45,0,3,0,0
math.optimization.GoalType,1,1,2,2,0,0,4,2,2,2,19,2,0,2,1,4,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,0,0,0,0
math.ode.nonstiff.GraggBulirschStoerIntegrator,8,60,4,104,36.61538462,26.61538462,38,19,13,13,53,13,4,9,48,500,346,390,274,3,54,3,10,40,3,0.250528541,8.230769231,13,107,191,61,1186,105,117,90,10,50,53,0
math.ode.nonstiff.GraggBulirschStoerStepInterpolator,3.8,8,3,38,18.6,13.3,20,8,10,10,43,10,3,7,15,201,133,174,104,2,42,2,6,33,2,0.226512227,2.9,3,29,16,7,91,4,50,47,0,4,1,0
math.optimization.fitting.HarmonicFitter,1,1,3,3,3,1,2,0,3,3,22,3,0,3,2,125,3,108,51,2,25,2,3,19,2,0.166666667,1.666666667,4,5,9,5,18,3,52,29,86,28,16,0
math.analysis.function.HarmonicOscillator,1,1,4,4,5.25,2.25,3,3,3,4,15,4,1,3,6,51,9,35,15,1,17,1,4,11,1,0.133333333,0.25,1,1,2,1,56,2,21,16,51,0,0,0
math.ode.nonstiff.HighamHall54Integrator,1.75,4,3,7,8.25,4.25,33,5,4,4,55,4,1,3,12,55,17,27,10,4,58,4,2,51,4,0.190356394,3.75,4,15,33,8,47,11,121,89,0,3,0,0
math.ode.nonstiff.HighamHall54StepInterpolator,1.25,2,3,5,8.75,6,15,1,4,4,42,4,2,2,3,41,24,30,7,3,44,3,2,38,3,0.183333333,4,2,16,3,2,19,0,48,45,0,1,0,0
math.distribution.HypergeometricDistributionImpl,1.611111111,6,13,29,7,4.055555556,11,4,18,18,44,18,9,9,26,140,73,84,46,3,41,3,11,26,3,0.299873737,0.888888889,8,16,44,14,113,44,80,62,35,31,36,0
math.analysis.function.Identity,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,0,0,0,0,0,0,0,12,12,5,0,0,0
math.analysis.solvers.IllinoisSolver,1,1,4,4,3.75,1,13,0,4,4,47,4,0,4,6,17,4,9,4,4,52,4,4,43,4,0.213333333,1.25,0,5,15,4,16,0,76,64,17,0,0,0
math.util.Incrementor,1.333333333,2,4,8,3.666666667,1.333333333,2,2,6,6,17,6,0,6,2,26,8,19,9,1,19,1,6,11,1,0.142857143,0.166666667,1,1,2,1,2,2,22,18,26,0,0,0
math.ode.IntegratorException,1,1,2,2,3,1,11,1,2,2,40,2,0,2,3,10,2,6,2,4,45,4,2,38,4,0.177777778,1,1,2,5,2,7,0,40,40,0,3,0,0
math.geometry.euclidean.oned.Interval,1,1,5,5,3.2,1.2,2,2,5,5,16,5,0,5,2,20,6,14,6,1,18,1,5,11,1,0.138888889,0,0,0,0,0,0,0,16,16,20,0,0,0
math.geometry.euclidean.oned.IntervalsSet,2.636363636,6,6,29,9.909090909,6.363636364,3,0,10,11,42,11,3,8,11,111,70,67,37,2,44,2,10,31,2,0.212436869,6.909090909,8,76,123,71,246,92,102,77,111,0,0,0
math.genetics.InvalidRepresentationException,1,1,1,1,4,1,11,1,1,1,40,1,0,1,2,7,1,4,1,6,47,6,1,39,6,0.142857143,1,1,1,3,1,2,0,46,43,0,4,8,0
math.analysis.function.Inverse,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,0,0,0,0,0,0,0,12,12,5,0,0,0
math.linear.InvertibleRealLinearOperator,2,3,1,4,6.5,4,0,0,2,2,17,2,0,2,2,15,8,9,5,2,20,2,2,15,2,0.148148148,3,3,6,9,5,12,7,27,20,15,0,0,0
math.random.JDKRandomGenerator,1.5,2,1,3,5.5,3,1,1,2,2,13,2,0,2,2,14,6,11,4,2,16,2,2,11,2,0.148148148,1,0,2,0,0,0,0,13,13,0,0,0,0
math.stat.clustering.KMeansPlusPlusClusterer,5.6,17,2,56,22.9,16,2,2,7,10,21,10,6,4,21,242,160,194,111,1,23,1,10,11,1,0.151515152,4.6,11,46,50,32,98,50,43,31,168,32,2,1
math.filter.KalmanFilter,1.916666667,9,9,23,10.16666667,7.166666667,9,9,12,12,23,12,0,12,6,133,86,82,52,1,25,1,12,11,1,0.153846154,8.25,14,99,56,22,73,56,58,34,133,0,0,0
math.distribution.KolmogorovSmirnovDistributionImpl,4.571428571,15,2,32,16.57142857,11,2,2,7,7,18,7,3,4,11,120,77,107,65,1,20,1,7,11,1,0.145833333,4.142857143,14,29,33,12,66,33,45,27,120,0,0,0
math.stat.descriptive.moment.Kurtosis,1.6,3,6,16,8,5.1,4,3,9,10,35,10,0,10,8,90,51,59,32,3,35,3,6,25,3,0.343596059,3.1,11,31,41,20,452,30,85,58,4,7,0,0
math.linear.LUDecompositionImpl,3.875,13,3,31,15.25,10.5,8,8,8,8,19,8,0,8,3,255,84,252,152,1,21,1,8,11,1,0.148148148,2.125,8,17,22,8,18,22,36,23,4,18,12,0
math.analysis.solvers.LaguerreSolver,2.5,6,4,15,10.66666667,6.5,13,2,6,6,44,6,0,6,10,167,39,135,76,3,47,3,5,38,3,0.216880342,4,6,24,57,24,156,33,91,66,9,143,33,0
math.optimization.LeastSquaresConverter,3.25,8,1,13,13,8.25,4,4,4,4,15,4,0,4,9,58,33,47,31,1,17,1,4,11,1,0.133333333,2,5,8,9,3,6,9,21,16,0,6,7,0
math.analysis.integration.LegendreGaussIntegrator,3.666666667,5,0,11,21.33333333,16,18,10,3,3,31,3,1,2,9,112,48,60,33,2,34,2,3,28,2,0.166666667,7.333333333,8,22,33,14,193,23,45,39,0,30,7,0
math.optimization.general.LevenbergMarquardtOptimizer,12.25,36,3,98,57,43.25,29,13,8,8,40,8,5,3,19,472,346,460,292,3,43,3,7,32,3,0.22885101,16.375,9,131,86,38,284,81,91,61,41,75,22,2
math.geometry.euclidean.threed.Line,1.181818182,2,9,13,4.363636364,2.181818182,2,2,11,11,22,11,0,11,10,52,24,38,16,1,24,1,11,11,1,0.152777778,2,6,22,56,21,70,56,52,35,185,0,0,0
math.geometry.euclidean.twod.Line,1.192307692,2,21,31,4.807692308,2.653846154,4,4,25,26,37,26,1,25,27,185,69,136,67,1,39,1,26,11,1,0.160493827,2.115384615,11,55,77,44,693,77,70,52,185,0,0,0
math.optimization.linear.LinearConstraint,1.272727273,3,9,14,5.818181818,2.818181818,4,4,11,11,20,11,2,9,19,72,31,45,26,1,20,1,9,9,1,0.210606061,0.454545455,8,5,14,4,40,14,29,24,1,1,5,0
math.analysis.interpolation.LinearInterpolator,5,5,0,5,23,17,0,0,1,1,12,1,0,1,2,25,17,22,14,1,14,1,1,11,1,0.083333333,5,6,5,15,5,40,15,29,17,25,0,0,0
math.optimization.linear.LinearObjectiveFunction,1.2,3,9,12,4.2,1.8,3,3,10,10,19,10,2,8,9,49,18,32,17,1,19,1,8,9,1,0.208754209,0.5,6,5,11,3,34,11,28,22,1,1,5,0
math.genetics.ListPopulation,1.454545455,3,8,16,4.636363636,2.181818182,2,2,11,11,21,11,0,11,6,56,24,38,22,1,23,1,10,10,1,0.181818182,0.636363636,6,7,13,4,10,13,30,24,1,3,0,0
math.exception.util.LocalizedFormats,1.4,3,4,7,3.4,1.6,229,227,5,5,22,5,1,4,4,246,8,12,6,2,25,2,5,17,2,0.185185185,0,1,0,0,0,0,0,22,22,246,0,0,0
math.analysis.interpolation.LoessInterpolator,3.3,17,3,33,16,11.3,7,7,6,10,21,10,4,6,20,170,113,138,76,1,23,1,10,11,1,0.151515152,1.8,11,18,39,15,88,39,46,31,4,27,32,0
math.analysis.function.Log,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,2,2,14,13,5,0,0,0
math.analysis.function.Log10,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,12,2,14,13,5,0,0,0
math.analysis.function.Log1p,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,24,2,14,13,5,0,0,0
math.analysis.function.Logistic,1.25,2,3,5,9.75,4.5,6,6,3,4,15,4,1,3,13,85,18,57,24,1,17,1,4,11,1,0.133333333,0.75,2,3,7,3,127,7,26,18,85,0,0,0
math.analysis.function.Logit,1.2,2,4,6,5.2,2.2,2,2,4,5,16,5,1,4,6,50,11,32,17,1,18,1,5,11,1,0.138888889,0.4,2,2,6,2,4,6,24,18,50,0,0,0
math.stat.inference.MannWhitneyUTestImpl,1.714285714,5,5,12,8.714285714,5.285714286,1,1,7,7,18,7,3,4,13,64,37,44,21,1,20,1,7,11,1,0.145833333,1.285714286,8,9,18,7,92,18,60,24,64,0,0,0
math.exception.MathArithmeticException,1,1,5,5,3.2,1,9,2,5,5,38,5,0,5,2,23,5,13,5,5,42,5,3,33,5,0.227380952,0.8,5,4,8,4,10,8,44,41,23,0,0,0
math.MathConfigurationException,1,1,6,6,3,1,11,1,6,6,44,6,0,6,11,21,6,14,6,4,49,4,6,38,4,0.228571429,1,3,6,14,6,18,4,45,45,6,0,0,0
math.MathException,1.307692308,2,9,17,4.076923077,1.846153846,10,4,13,13,38,13,0,13,13,63,24,42,23,3,49,3,9,25,3,0.270977011,0.230769231,6,3,0,0,0,0,38,38,4,20,4,0
math.exception.MathIllegalArgumentException,1,1,4,4,3.25,1,10,2,4,4,39,4,0,4,2,20,4,11,4,5,67,5,2,35,5,0.203203203,0.75,4,3,5,3,7,5,45,42,20,0,0,0
math.exception.MathIllegalNumberException,1,1,2,2,4.5,1.5,12,2,2,2,41,2,1,1,3,13,3,8,3,6,59,6,2,39,6,0.19047619,0.5,2,1,3,1,2,0,47,44,13,0,0,0
math.exception.MathIllegalStateException,1,1,6,6,3.666666667,1.166666667,10,2,6,6,41,6,0,6,5,29,7,16,7,5,50,5,4,35,5,0.24024024,0.666666667,5,4,8,4,10,8,47,44,29,0,0,0
math.exception.MathInternalError,1,1,2,2,3,1,12,2,2,2,43,2,0,2,1,10,2,7,2,6,50,6,2,41,6,0.19047619,2.5,3,5,8,3,8,3,49,46,10,0,0,0
math.exception.MathParseException,1,1,2,2,5.5,2,11,1,2,2,43,2,0,2,5,15,4,6,2,6,50,6,2,41,6,0.19047619,2,5,4,8,4,10,6,49,46,15,0,0,0
math.MathRuntimeException,1.166666667,2,20,28,7.958333333,4.625,11,4,12,24,53,24,1,23,36,201,111,113,53,4,55,4,20,29,4,0.294372294,0.083333333,10,2,0,0,0,0,53,53,7,37,22,0
math.exception.MathUnsupportedOperationException,1,1,5,5,3.2,1,10,2,5,5,40,5,0,5,2,23,5,13,5,5,44,5,3,35,5,0.226351351,0.6,5,3,5,3,7,5,46,43,23,0,0,0
math.exception.MathUserException,1,1,8,8,3.625,1.25,9,2,8,8,39,8,0,8,7,36,10,21,10,4,42,4,6,31,4,0.248773449,0.875,5,7,16,7,18,16,45,43,36,0,0,0
math.util.MathUtils,3.161290323,17,32,294,12.21505376,8.107526882,13,13,1,93,104,93,4,89,191,1162,754,843,507,1,106,1,93,11,1,0.164893617,1.505376344,21,140,270,114,859,270,138,131,440,122,84,1
math.linear.MatrixDimensionMismatchException,1,1,5,5,4,1.4,14,1,5,5,50,5,0,5,4,23,7,12,5,7,58,7,5,45,7,0.243055556,1,2,5,12,5,12,0,56,53,23,0,0,0
math.linear.MatrixUtils,2.935483871,8,4,91,10.90322581,6.612903226,0,0,1,31,42,31,1,30,59,380,205,267,163,1,44,1,31,11,1,0.161458333,4.290322581,35,133,108,44,142,108,96,65,84,35,83,0
math.analysis.function.Max,1,1,1,1,3,1,0,0,1,1,12,1,0,1,2,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,3,1,15,3,13,13,4,1,0,0
math.stat.descriptive.rank.Max,1.555555556,5,7,14,5.333333333,2.777777778,4,3,8,9,34,9,0,9,7,58,25,40,24,3,34,3,5,25,3,0.337643678,0.555555556,4,5,11,5,16,4,59,47,4,1,0,0
math.exception.MaxCountExceededException,1,1,3,3,4,1.333333333,12,2,3,3,44,3,0,3,4,16,4,10,4,6,52,6,3,41,6,0.214285714,0.666666667,4,2,4,2,5,3,50,47,16,0,0,0
math.MaxEvaluationsExceededException,1,1,3,3,4,1.666666667,13,2,3,3,45,3,0,3,4,16,5,11,5,5,51,5,3,42,5,0.208333333,0.666666667,2,2,3,1,2,0,45,45,0,2,0,0
math.stat.descriptive.moment.Mean,1.5,3,8,18,5.833333333,3.166666667,4,3,11,12,37,12,0,12,14,81,38,58,31,3,37,3,8,25,3,0.351532567,1.416666667,6,17,37,16,82,25,71,58,4,1,0,0
math.stat.descriptive.rank.Median,1,1,2,2,3,1,7,1,2,2,36,2,0,2,1,9,2,6,2,3,40,3,2,34,3,0.166666667,1,0,2,4,2,5,0,56,48,0,0,0,0
math.random.MersenneTwister,2.75,11,5,22,11.125,7.75,7,6,8,8,28,8,1,7,7,101,62,89,57,2,27,2,4,20,2,0.233333333,0.25,3,2,3,1,2,3,47,35,0,1,0,0
math.analysis.interpolation.MicrosphereInterpolatingFunction,5.666666667,9,1,17,22.33333333,14.33333333,4,4,3,3,14,3,1,2,8,102,43,77,44,1,16,1,3,11,1,0.125,7.333333333,9,22,31,18,183,31,38,28,9,7,0,0
math.analysis.interpolation.MicrosphereInterpolator,1.666666667,3,2,5,7.666666667,4,4,4,3,3,14,3,0,3,4,30,12,17,8,1,16,1,3,11,1,0.125,1.333333333,5,4,12,4,46,12,37,18,6,7,17,0
math.ode.nonstiff.MidpointIntegrator,1,1,1,1,3,1,19,3,1,1,35,1,0,1,1,14,1,6,1,3,39,3,1,34,3,0.125,2,1,2,8,2,8,1,92,63,0,0,0,0
math.ode.nonstiff.MidpointStepInterpolator,1.25,2,3,5,5.5,2.75,15,1,4,4,42,4,2,2,3,28,11,19,6,3,44,3,2,38,3,0.183333333,1.75,2,7,2,1,15,0,48,45,0,1,0,0
math.stat.regression.MillerUpdatingRegression,6.291666667,20,6,151,32.45833333,23.20833333,19,19,24,24,35,24,11,13,26,801,557,706,506,1,37,1,24,11,1,0.16,1.458333333,9,35,91,21,156,91,46,40,801,0,0,0
math.analysis.function.Min,1,1,1,1,3,1,0,0,1,1,12,1,0,1,2,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,3,1,15,3,13,13,4,1,0,0
math.stat.descriptive.rank.Min,1.555555556,5,7,14,5.333333333,2.777777778,4,3,8,9,34,9,0,9,7,58,25,40,24,3,34,3,5,25,3,0.337643678,0.555555556,4,5,11,5,16,4,59,47,4,1,0,0
math.analysis.function.Minus,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,0,0,0,0,0,0,0,12,12,5,0,0,0
math.stat.regression.ModelSpecificationException,1,1,1,1,4,1,11,1,1,1,40,1,0,1,2,7,1,4,1,6,47,6,1,39,6,0.142857143,1,1,1,3,1,2,0,46,43,7,0,0,0
math.analysis.solvers.MullerSolver,3.6,10,3,18,17.2,13.2,11,1,5,5,41,5,2,3,7,90,66,70,33,3,44,3,4,36,3,0.209009009,6.2,4,31,63,31,88,23,71,59,18,31,84,0
math.analysis.solvers.MullerSolver2,3.25,10,3,13,18,13.25,11,1,4,4,40,4,1,3,3,76,53,58,29,3,43,3,3,36,3,0.196509009,6.25,4,25,50,25,67,29,70,59,76,0,0,0
math.exception.MultiDimensionMismatchException,1,1,6,6,3.833333333,1.333333333,13,3,6,6,45,6,0,6,7,28,8,18,8,6,53,6,6,39,6,0.244897959,0.166666667,3,1,3,1,2,0,51,48,28,0,0,0
math.optimization.direct.MultiDirectionalSimplex,1.4,3,8,14,7.1,3.7,7,4,10,10,34,10,1,9,24,78,37,54,28,2,36,2,9,24,2,0.213333333,1.5,5,15,30,15,125,6,53,46,78,0,0,0
