relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,DIT,NMA,NMI,NOA,PII,AMC,CBO,CC,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,ADD,MOD,DEL,bug
math.geometry.partitioning.utilities.AVLTree,2.888888889,5,2,26,8.111111111,4.666666667,1,1,9,9,20,9,0,9,4,378,42,274,219,1,22,1,9,11,1,0.15,2.111111111,2,19,10,7,84,10,33,27,0,0,0,0
math.analysis.function.Abs,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,2,2,13,13,0,1,0,0
math.optimization.AbstractConvergenceChecker,1,1,5,5,3.2,1.2,4,4,5,5,16,5,0,5,5,28,6,16,6,1,22,1,5,11,1,0.138888889,0,2,0,0,0,0,0,16,16,3,2,0,0
math.optimization.general.AbstractDifferentiableOptimizer,1,1,4,4,4.75,1.25,8,1,4,4,30,4,4,0,10,25,5,11,5,2,33,2,4,26,2,0.177777778,1.25,10,5,11,4,14,4,59,42,25,0,0,0
math.analysis.solvers.AbstractDifferentiableUnivariateSolver,1,1,4,4,4.5,1.5,11,1,4,4,38,4,4,0,10,24,6,12,6,2,42,2,4,34,2,0.177777778,1.5,4,6,14,4,21,0,64,51,25,0,0,0
math.linear.AbstractFieldMatrix,2.614285714,9,22,183,10.95714286,6.457142857,1,1,66,70,78,70,14,56,120,777,452,611,366,1,80,1,67,8,1,0.255124777,2.142857143,25,150,121,37,92,121,99,90,42,52,0,0
math.fraction.AbstractFormat,1.384615385,4,10,18,5.230769231,2.461538462,3,3,9,13,24,13,7,6,16,75,32,49,27,2,31,2,13,11,2,0.206349206,0.153846154,8,2,6,2,4,6,29,25,0,2,0,0
math.distribution.AbstractIntegerDistribution,2.666666667,9,4,24,10.33333333,6.555555556,3,3,9,9,20,9,4,5,10,101,59,68,43,1,28,1,9,11,1,0.15,2,12,18,21,7,16,21,39,26,38,32,46,0
math.ode.AbstractIntegrator,1.913043478,15,17,44,8.130434783,4.695652174,10,10,23,23,34,23,6,17,33,201,108,146,88,1,52,1,23,11,1,0.159722222,2.565217391,20,59,102,50,350,102,99,68,40,22,28,0
math.optimization.general.AbstractLeastSquaresOptimizer,1.409090909,5,18,31,6.5,3.636363636,18,11,22,22,50,22,11,11,24,177,80,117,55,2,54,2,21,28,2,0.223615465,2.318181818,23,51,79,39,336,62,187,80,92,37,18,0
math.optimization.linear.AbstractLinearOptimizer,1.090909091,2,10,12,3.818181818,1.454545455,7,7,11,11,22,11,7,4,5,51,16,35,16,1,25,1,11,11,1,0.152777778,0.090909091,5,1,2,1,2,2,27,23,12,11,1,0
math.genetics.AbstractListChromosome,1,1,7,7,2.571428571,0.857142857,3,1,7,7,22,7,2,5,4,22,6,15,6,2,26,2,6,15,2,0.211309524,0.142857143,3,1,1,1,5,0,22,22,0,2,0,0
math.stat.regression.AbstractMultipleLinearRegression,2.047619048,9,15,43,6.571428571,3.714285714,3,3,21,21,32,21,11,10,10,144,78,107,63,1,36,1,21,11,1,0.159090909,1.619047619,16,34,55,28,158,55,92,47,6,33,13,0
math.distribution.AbstractMultivariateRealDistribution,1.4,3,4,7,4.6,2.2,2,2,5,5,16,5,1,4,4,28,11,20,10,1,20,1,5,11,1,0.138888889,0.4,3,2,3,1,2,3,23,17,28,0,0,0
math.ode.AbstractParameterizable,1.8,3,2,9,5.4,2.4,1,1,5,5,16,5,2,3,4,30,12,21,12,1,18,1,5,11,1,0.138888889,0.2,2,1,2,1,3,2,21,17,30,0,0,0
math.analysis.solvers.AbstractPolynomialSolver,1,1,5,5,4,1.2,11,1,5,5,39,5,5,0,11,26,6,13,6,2,43,2,5,34,2,0.185185185,1,2,5,16,5,18,1,66,53,0,1,0,0
math.random.AbstractRandomGenerator,1.769230769,5,9,23,5.615384615,3.076923077,1,1,13,13,24,13,0,13,5,76,40,58,32,1,26,1,13,11,1,0.154761905,0.230769231,5,3,6,3,6,6,35,27,0,0,0,0
math.distribution.AbstractRealDistribution,2.7,15,7,27,10.7,6.6,5,5,10,10,21,10,3,7,9,118,66,76,47,1,35,1,10,11,1,0.151515152,2.4,11,24,25,8,23,25,44,27,118,0,0,0
math.linear.AbstractRealMatrix,2.559322034,10,22,151,11.45762712,6.898305085,1,1,59,59,70,59,2,57,100,693,407,559,326,2,71,2,54,11,2,0.322348485,2.152542373,23,127,219,71,328,219,111,92,50,44,16,0
math.geometry.partitioning.AbstractRegion,3.04,20,13,76,10.52,7,3,3,25,25,36,25,11,14,24,356,175,231,150,1,41,1,25,11,1,0.16025641,6.04,16,151,139,114,443,139,75,63,20,37,2,0
math.optimization.general.AbstractScalarDifferentiableOptimizer,1,1,5,5,4.6,1.6,8,1,5,5,31,5,4,1,10,30,8,12,5,2,35,2,5,26,2,0.185185185,1,9,5,9,3,45,2,60,43,11,10,1,0
math.optimization.direct.AbstractSimplex,2.666666667,10,6,40,9.2,5.333333333,3,3,14,15,26,15,8,7,18,144,80,117,74,1,30,1,15,11,1,0.15625,1.266666667,12,19,40,15,31,40,47,37,0,19,2,0
math.ode.sampling.AbstractStepInterpolator,1.6,6,23,48,8.533333333,5.933333333,18,18,30,30,41,30,11,19,23,281,178,227,168,1,54,1,30,11,1,0.161290323,0.3,5,9,17,9,34,17,54,44,91,50,18,0
math.stat.descriptive.AbstractStorelessUnivariateStatistic,1.7,3,5,17,4.6,2.2,1,0,10,10,29,10,0,10,10,55,22,34,20,2,44,2,6,19,2,0.331780538,1.1,6,11,24,8,16,16,49,38,1,6,0,0
math.geometry.partitioning.AbstractSubHyperplane,1.333333333,5,11,16,4.666666667,2.166666667,2,2,12,12,23,12,3,9,11,62,26,35,14,1,28,1,12,11,1,0.153846154,1.916666667,9,23,24,15,43,24,47,34,0,0,0,0
math.analysis.solvers.AbstractUnivariateDifferentiableSolver,1,1,4,4,4.25,1.5,11,1,4,4,38,4,4,0,10,23,6,12,6,2,42,2,4,34,2,0.177777778,1.5,3,6,19,5,30,5,82,52,23,0,0,0
math.analysis.solvers.AbstractUnivariateSolver,1,1,3,3,4,1,10,0,3,3,37,3,3,0,6,16,3,7,3,2,51,2,3,34,2,0.166666667,1,0,3,9,3,8,0,63,50,16,0,0,0
math.stat.descriptive.AbstractUnivariateStatistic,2.583333333,9,7,31,8.083333333,4,1,1,12,12,23,12,5,7,24,102,48,62,46,1,45,1,12,11,1,0.153846154,1.666666667,8,20,46,14,36,46,34,28,17,9,0,0
math.random.AbstractWell,1.5,4,6,12,6.25,3.875,9,8,8,8,29,8,5,3,23,64,31,52,30,2,34,2,4,21,2,0.231111111,0.375,3,3,1,1,2,0,52,35,1,2,0,0
math.analysis.function.Acos,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,60,5,25,17,7,1,0,0
math.analysis.function.Acosh,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,14,5,24,17,7,1,0,0
math.ode.nonstiff.AdamsBashforthIntegrator,4.666666667,12,2,14,32,24.33333333,28,1,3,3,63,3,0,3,12,100,73,76,48,5,68,5,2,60,5,0.190649666,29,13,87,123,43,336,60,201,122,1,14,7,0
math.ode.nonstiff.AdamsIntegrator,1,1,6,6,5.333333333,1.5,27,1,6,6,61,6,1,5,24,39,9,15,7,4,66,4,4,55,4,0.22502924,1.166666667,10,7,31,7,86,15,183,109,0,4,1,0
math.ode.nonstiff.AdamsMoultonIntegrator,4.333333333,11,2,13,32,24.33333333,28,1,3,3,63,3,0,3,12,138,73,106,65,5,68,5,2,60,5,0.190649666,26.33333333,14,79,126,43,339,55,205,122,0,19,7,0
math.ode.nonstiff.AdamsNordsieckTransformer,2.428571429,4,2,17,13.57142857,9,3,3,6,7,18,7,2,5,11,101,63,92,43,1,20,1,7,11,1,0.145833333,2.857142857,13,20,23,12,212,23,59,28,3,4,0,0
math.ode.nonstiff.AdaptiveStepsizeIntegrator,2.461538462,12,9,32,10.46153846,6.230769231,18,8,13,13,44,13,3,10,34,152,81,104,71,2,53,2,10,31,2,0.342543078,2.384615385,11,31,65,27,248,54,117,84,0,15,10,0
math.analysis.function.Add,1,1,1,1,3,1,0,0,1,1,12,1,0,1,2,5,1,3,1,1,14,1,1,11,1,0.083333333,0,0,0,0,0,0,0,12,12,0,1,0,0
math.stat.descriptive.AggregateSummaryStatistics,1.588235294,8,14,27,7.176470588,3.941176471,3,3,16,17,28,17,0,17,4,158,67,102,60,1,30,1,17,11,1,0.157407407,1.941176471,5,33,49,33,146,49,72,44,0,1,0,0
math.analysis.solvers.AllowedSolution,1,1,2,2,0,0,7,5,2,2,19,2,0,2,1,7,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,0,0,0,0
math.exception.util.ArgUtils,3,5,1,6,8,4.5,0,0,1,2,13,2,1,1,1,18,9,13,7,1,15,1,2,11,1,0.111111111,0,0,0,0,0,0,0,13,13,0,0,0,0
math.util.ArithmeticUtils,4.655172414,14,3,135,17.65517241,11.93103448,2,2,1,29,40,29,4,25,53,523,346,367,278,1,42,1,29,11,1,0.161111111,2.24137931,9,65,118,47,142,118,60,51,523,0,0,0
math.linear.Array2DRowFieldMatrix,2.323529412,8,15,79,9.911764706,5.617647059,3,2,34,34,92,34,2,32,61,363,191,284,167,2,75,2,14,58,2,0.492877493,2.852941176,16,97,126,54,270,22,124,115,24,25,0,0
math.linear.Array2DRowRealMatrix,2.516129032,8,12,78,10.48387097,5.967741935,3,2,31,31,81,31,2,29,52,349,185,277,161,3,65,3,11,50,3,0.541071429,1.709677419,15,53,79,23,144,72,135,118,26,26,0,0
math.linear.ArrayFieldVector,2.241935484,7,17,139,8.467741935,4.758064516,3,3,62,62,72,62,4,58,93,533,295,397,276,1,73,1,61,10,1,0.194281525,1.5,18,93,67,31,70,67,92,80,48,77,20,0
math.linear.ArrayRealVector,2.196969697,7,24,145,8.651515152,5.106060606,3,3,66,66,106,66,2,64,91,622,337,463,288,2,78,2,35,40,2,0.630406493,1.196969697,22,79,126,63,233,69,154,132,158,62,162,0
math.analysis.function.Asin,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,57,5,24,17,7,1,0,0
math.analysis.function.Asinh,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,38,5,24,17,7,1,0,0
math.analysis.function.Atan,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,14,5,23,17,7,1,0,0
math.analysis.function.Atan2,1,1,1,1,3,1,0,0,1,1,12,1,0,1,2,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,3,1,84,3,16,13,0,1,0,0
math.analysis.function.Atanh,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,38,5,23,17,7,1,0,0
math.optimization.direct.BOBYQAOptimizer,23.35714286,137,6,327,112.4285714,87.57142857,44,37,10,14,42,14,12,2,27,1624,1226,1492,1026,3,45,3,13,28,3,0.24363711,46.5,16,651,2036,647,3644,2015,107,75,115,716,652,0
math.geometry.partitioning.BSPTree,2.714285714,8,10,57,13.04761905,9.428571429,5,5,21,21,32,21,5,16,21,285,198,199,155,1,34,1,21,11,1,0.159090909,2.904761905,10,61,13,12,24,13,39,36,0,3,0,0
math.optimization.direct.BaseAbstractMultivariateOptimizer,2.176470588,14,11,37,6.941176471,3.470588235,7,7,17,17,28,17,8,9,20,131,59,92,56,1,38,1,17,11,1,0.157407407,1.058823529,16,18,31,17,37,31,54,43,131,0,0,0
math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer,1,1,6,6,3.666666667,1.333333333,7,0,6,6,29,6,2,4,11,29,8,12,5,2,31,2,3,23,2,0.316239316,1.333333333,7,8,21,8,29,7,60,43,30,0,0,0
math.optimization.direct.BaseAbstractMultivariateVectorOptimizer,1.6,6,15,32,5.9,2.8,7,7,20,20,31,20,13,7,20,133,56,82,51,1,36,1,20,11,1,0.158730159,1.25,16,25,29,20,49,29,62,47,133,0,0,0
math.analysis.integration.BaseAbstractUnivariateIntegrator,1.2,3,13,18,5.533333333,2.466666667,12,12,15,15,26,15,8,7,18,98,37,62,34,1,33,1,15,11,1,0.15625,1.133333333,11,17,26,16,41,26,52,38,98,0,0,0
math.optimization.univariate.BaseAbstractUnivariateOptimizer,1.25,3,10,15,4.833333333,2.166666667,7,7,12,12,23,12,3,9,14,68,26,45,25,1,27,1,12,11,1,0.153846154,0.833333333,8,10,11,9,21,11,39,31,68,0,0,0
math.analysis.solvers.BaseAbstractUnivariateSolver,1.043478261,2,22,24,4.695652174,1.695652174,10,10,23,23,34,23,12,11,37,122,39,68,34,1,54,1,23,11,1,0.159722222,0.608695652,10,14,30,13,50,30,60,47,122,0,0,0
math.optimization.BaseMultivariateMultiStartOptimizer,2,5,4,14,9.714285714,6,6,6,7,7,18,7,2,5,9,77,42,52,33,1,23,1,7,11,1,0.145833333,1,9,7,6,3,7,6,29,21,77,0,0,0
math.optimization.BaseMultivariateVectorMultiStartOptimizer,2.142857143,6,4,15,11,6.857142857,6,6,7,7,18,7,2,5,12,86,48,60,38,1,22,1,7,11,1,0.145833333,1,9,7,6,3,7,6,29,21,86,0,0,0
math.analysis.integration.gauss.BaseRuleFactory,1.8,2,1,9,8,5,2,2,4,5,16,5,4,1,5,46,25,33,16,1,20,1,5,11,1,0.138888889,2.4,5,12,18,12,26,18,26,20,46,0,0,0
math.analysis.solvers.BaseSecantSolver,5.142857143,30,6,36,18.42857143,12.57142857,13,3,7,7,43,7,4,3,25,143,88,82,60,3,49,3,6,36,3,0.223294723,5.428571429,7,38,42,21,59,13,75,61,3,7,3,0
math.special.Beta,2,6,5,16,13.375,8.625,2,2,1,8,19,8,1,7,24,127,69,71,38,1,21,1,8,11,1,0.148148148,1.5,6,12,32,12,175,32,50,26,50,1,0,0
math.distribution.BetaDistribution,1.5,6,13,24,5.25,2.75,11,6,16,16,36,16,2,14,11,93,44,65,36,2,38,2,15,20,2,0.557539683,0.8125,9,13,29,11,127,27,91,50,89,3,0,0
math.linear.BiDiagonalTransformer,6.4,15,4,64,22.2,15.6,6,6,10,10,21,10,2,8,1,230,156,229,134,1,23,1,10,11,1,0.151515152,1.5,4,15,25,12,36,25,52,24,3,16,0,0
math.analysis.interpolation.BicubicSplineInterpolatingFunction,2.444444444,3,0,22,14,10,7,7,9,9,20,9,2,7,6,135,90,114,51,1,22,1,9,11,1,0.15,0.222222222,1,2,8,2,4,8,27,21,9,29,0,0
math.analysis.interpolation.BicubicSplineInterpolatingFunction,3.090909091,12,5,34,13.54545455,8,5,5,11,11,22,11,4,7,24,174,88,115,69,1,24,1,11,11,1,0.152777778,2.090909091,6,23,55,22,82,55,48,33,9,29,0,0
math.analysis.interpolation.BicubicSplineInterpolator,6,14,0,18,23.66666667,15.66666667,0,0,3,3,14,3,2,1,6,74,47,68,37,1,17,1,3,11,1,0.125,4,8,12,26,10,178,26,43,20,3,6,0,0
math.fraction.BigFraction,1.777777778,8,35,96,6.925925926,4.111111111,19,18,53,54,64,54,1,53,46,403,222,274,165,2,60,2,47,10,2,0.354847495,0.648148148,16,35,90,33,211,90,88,80,17,20,4,0
math.fraction.BigFractionField,1,1,6,6,2.833333333,0.833333333,1,1,5,6,17,6,2,4,0,23,5,15,5,1,19,1,6,11,1,0.142857143,0.666666667,3,4,0,0,0,0,17,17,3,0,0,0
math.fraction.BigFractionFormat,1.785714286,5,10,25,7.428571429,4.571428571,4,1,8,14,38,14,1,13,18,110,64,74,47,3,43,3,14,24,3,0.233333333,1.357142857,12,19,40,18,110,20,56,47,0,3,3,0
math.util.BigReal,1.117647059,3,31,38,3.411764706,1.294117647,6,6,34,34,43,34,0,34,42,126,44,83,42,1,43,1,32,9,1,0.222222222,0.147058824,7,5,7,3,8,7,48,45,17,2,0,0
math.util.BigRealField,1,1,6,6,2.833333333,0.833333333,1,1,5,6,17,6,2,4,0,23,5,15,5,1,19,1,6,11,1,0.142857143,0.666666667,3,4,0,0,0,0,17,17,3,0,0,0
math.genetics.BinaryChromosome,2.4,5,2,12,7.2,3.8,3,0,4,5,25,5,2,3,5,40,19,29,18,3,27,3,3,20,3,0.384469697,2,6,10,11,8,17,4,33,29,0,3,1,0
math.genetics.BinaryMutation,3,3,0,3,11,8,0,0,1,1,12,1,0,1,1,13,8,10,4,1,14,1,1,11,1,0.083333333,8,8,8,9,6,12,9,20,17,0,2,0,0
math.distribution.BinomialDistribution,1.636363636,3,6,18,5.636363636,2.909090909,6,3,11,11,30,11,0,11,7,67,32,43,25,2,33,2,11,19,2,0.203703704,0.636363636,8,7,16,6,12,14,82,40,63,3,0,0
math.analysis.solvers.BisectionSolver,1.75,4,3,7,8.5,4.5,11,1,4,4,40,4,1,3,3,38,18,26,14,3,43,3,3,36,3,0.196509009,2.75,4,11,23,11,24,8,69,56,1,4,0,0
math.random.BitsStreamGenerator,1.428571429,4,11,20,5.428571429,3.142857143,1,1,14,14,25,14,1,13,6,79,44,61,30,1,36,1,14,11,1,0.155555556,0.428571429,4,6,10,5,91,10,47,30,3,0,0,0
math.linear.BlockFieldMatrix,3.634615385,8,9,189,20.17307692,14.55769231,8,7,50,52,98,52,3,49,107,1097,757,956,461,2,69,2,20,46,2,0.598392348,4.096153846,19,213,345,135,523,179,130,120,38,40,0,0
math.linear.BlockRealMatrix,3.666666667,8,9,198,19.83333333,14.12962963,8,7,52,54,97,54,3,51,105,1121,763,981,477,3,74,3,27,43,3,0.653593474,2.333333333,18,126,310,96,388,292,150,132,42,38,0,0
math.geometry.partitioning.BoundaryAttribute,1,1,3,3,3.666666667,1.333333333,2,2,3,3,14,3,0,3,2,15,4,10,4,1,16,1,3,11,1,0.125,0,1,0,0,0,0,0,14,14,0,0,0,0
math.geometry.partitioning.BoundarySizeVisitor,1.4,3,4,7,4.4,1.6,1,1,5,5,16,5,0,5,3,25,8,15,7,1,18,1,5,11,1,0.138888889,1.4,5,7,5,5,10,5,19,19,0,0,0,0
math.optimization.univariate.BracketFinder,2.5,16,9,30,10.91666667,8,10,10,12,12,23,12,1,11,9,143,96,110,73,1,25,1,12,11,1,0.153846154,0.916666667,7,11,13,9,21,13,41,31,0,3,1,0
math.analysis.solvers.BracketingNthOrderBrentSolver,4.555555556,27,4,41,22.77777778,15.44444444,16,6,9,9,45,9,2,7,25,216,139,152,106,3,48,3,8,36,3,0.231231231,4.555555556,12,41,90,33,133,52,79,65,15,14,0,0
math.dfp.BracketingNthOrderBrentSolverDFP,4.2,29,7,42,19.2,13.8,6,6,10,10,21,10,1,9,20,200,138,151,104,1,23,1,10,11,1,0.151515152,7.5,11,75,94,58,1402,94,91,43,2,2,0,0
math.optimization.univariate.BrentOptimizer,8.5,24,1,34,45,34.5,11,4,4,4,26,4,2,2,8,187,138,122,85,2,29,2,3,22,2,0.18115942,6.75,8,27,50,25,64,37,53,41,38,11,7,2
math.analysis.solvers.BrentSolver,3.5,11,4,21,20.33333333,14.5,11,1,6,6,42,6,2,4,10,126,87,88,57,3,45,3,5,36,3,0.217342342,4.833333333,6,29,61,29,62,34,73,59,3,3,0,0
math.optimization.direct.CMAESOptimizer,3.272727273,30,11,144,14.25,9.681818182,58,51,22,44,73,44,34,10,89,799,426,648,381,3,77,3,44,29,3,0.244444444,4.568181818,27,201,120,53,621,101,195,106,135,189,120,3
math.geometry.euclidean.threed.CardanEulerSingularityException,2,2,0,2,3,1,11,1,1,1,42,1,0,1,1,7,1,4,1,6,49,6,1,41,6,0.142857143,3,1,3,3,1,3,0,49,46,0,1,0,0
math.distribution.CauchyDistribution,1.235294118,4,15,21,4.235294118,1.823529412,10,5,17,17,36,17,1,16,12,81,31,54,29,2,37,2,15,19,2,0.573412698,0.529411765,8,9,14,6,64,12,79,44,77,3,0,0
math.analysis.function.Cbrt,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,58,5,27,17,7,1,0,0
math.analysis.function.Ceil,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,1,14,1,1,11,1,0.083333333,1,1,1,2,1,14,2,14,13,0,1,0,0
math.stat.inference.ChiSquareTest,3.090909091,9,4,34,16.09090909,9.727272727,0,0,11,11,22,11,1,10,19,179,107,128,82,1,24,1,11,11,1,0.152777778,2.636363636,11,29,65,25,103,65,87,34,165,13,0,0
math.distribution.ChiSquaredDistribution,1,1,14,14,3.357142857,1.142857143,9,4,14,14,34,14,1,13,8,54,16,35,16,2,36,2,13,20,2,0.555555556,0.428571429,5,6,11,6,28,9,97,46,51,2,0,0
math.linear.CholeskyDecomposition,2.833333333,9,2,17,11.33333333,7,5,5,6,6,17,6,0,6,4,148,42,141,76,1,19,1,6,11,1,0.142857143,2.666666667,9,16,26,10,45,26,55,25,142,5,0,0
math.genetics.Chromosome,1.8,3,2,9,5.2,2.4,2,2,5,5,16,5,2,3,4,30,12,21,11,1,21,1,5,11,1,0.138888889,0.2,2,1,0,0,0,0,16,16,1,6,0,0
math.genetics.ChromosomePair,1,1,4,4,3.5,1.5,2,2,4,4,14,4,0,4,2,19,6,13,6,1,15,1,3,10,1,0.15530303,0,3,0,0,0,0,0,14,14,0,0,0,0
math.ode.nonstiff.ClassicalRungeKuttaIntegrator,1,1,1,1,4,2,18,3,1,1,36,1,0,1,1,17,2,6,1,3,40,3,1,35,3,0.125,2,1,2,8,2,8,1,120,80,0,0,0,0
math.ode.nonstiff.ClassicalRungeKuttaStepInterpolator,1.75,4,3,7,11.75,8.75,22,1,4,4,44,4,2,2,3,53,35,40,11,3,46,3,2,40,3,0.182539683,4.75,1,19,2,1,15,0,62,50,22,10,6,0
math.stat.clustering.Cluster,1,1,4,4,3.25,1.25,3,3,4,4,15,4,0,4,2,18,5,13,5,1,17,1,4,11,1,0.133333333,0,0,0,0,0,0,0,15,15,0,0,0,0
math.complex.Complex,2.295454545,6,14,101,8.545454545,5.136363636,10,10,42,44,52,44,2,42,21,391,226,252,168,1,51,1,41,8,1,0.253607504,1.386363636,9,61,120,58,1828,120,89,67,42,19,2,0
math.complex.ComplexField,1,1,6,6,2.833333333,0.833333333,1,1,5,6,17,6,2,4,0,23,5,15,5,1,19,1,6,11,1,0.142857143,0.666666667,3,4,0,0,0,0,17,17,3,0,0,0
math.complex.ComplexFormat,1.95,7,12,39,8.8,5.4,4,4,16,20,31,20,1,19,26,182,108,125,86,1,33,1,20,11,1,0.158730159,1.4,12,28,75,27,139,75,52,46,20,13,3,0
math.complex.ComplexUtils,1.666666667,2,1,5,5,2.666666667,0,0,1,3,14,3,1,2,3,17,8,13,7,1,16,1,3,11,1,0.125,2,4,6,13,5,98,13,30,18,7,3,2,0
math.util.CompositeFormat,2.111111111,4,4,19,10.44444444,6.333333333,0,0,1,9,20,9,2,7,18,96,57,66,39,1,22,1,9,11,1,0.15,0,7,0,0,0,0,0,20,20,0,1,0,0
math.linear.ConjugateGradient,3,9,3,12,24.25,17,5,4,4,4,27,4,0,4,10,105,68,76,47,3,30,3,3,23,3,0.201388889,11,14,44,103,44,544,93,80,56,105,0,0,0
math.optimization.general.ConjugateGradientFormula,1,1,2,2,0,0,4,2,2,2,19,2,0,2,1,4,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,0,0,0,0
math.analysis.function.Constant,1,1,4,4,3,1,1,1,4,4,15,4,0,4,3,16,4,10,4,1,17,1,4,11,1,0.133333333,1.25,3,5,8,4,15,8,29,19,7,1,0,0
math.util.ContinuedFraction,2.142857143,9,6,15,8.857142857,5.714285714,1,1,7,7,18,7,3,4,12,65,40,46,26,1,20,1,7,11,1,0.145833333,1.428571429,7,10,24,7,15,24,27,22,5,35,20,1
math.ode.ContinuousOutputModel,3.2,10,6,32,15,11,6,6,10,10,21,10,1,9,9,159,110,118,75,1,23,1,10,11,1,0.151515152,3.7,7,37,27,11,36,27,33,27,3,11,2,0
math.exception.ConvergenceException,1,1,2,2,3.5,1,11,1,2,2,43,2,0,2,2,10,2,6,2,6,51,6,2,41,6,0.19047619,1,3,2,4,2,5,3,50,47,0,0,0,0
math.random.CorrelatedRandomVectorGenerator,1.833333333,4,3,11,8.166666667,4.5,4,4,6,6,17,6,0,6,7,56,27,46,26,1,19,1,6,11,1,0.142857143,2,5,12,13,7,172,13,39,21,0,2,0,0
math.analysis.function.Cos,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,48,5,31,17,7,1,0,0
math.analysis.function.Cosh,1,1,3,3,3,1,0,0,3,3,14,3,0,3,2,12,3,7,3,1,16,1,3,11,1,0.125,1.333333333,4,4,5,3,58,5,25,17,7,1,0,0
math.stat.correlation.Covariance,1.5,5,11,21,6.285714286,3.428571429,2,2,14,14,25,14,5,9,18,92,48,66,33,1,28,1,14,11,1,0.155555556,1.642857143,8,23,25,11,44,25,68,32,5,15,0,0
math.optimization.fitting.CurveFitter,1.222222222,3,8,11,5.333333333,2.888888889,3,3,9,9,20,9,0,9,13,112,26,86,41,1,25,1,9,11,1,0.15,0.888888889,9,8,11,6,14,11,27,26,44,14,0,0
math.genetics.CycleCrossover,2.8,9,3,14,11.8,7.8,1,1,5,5,16,5,1,4,5,63,39,46,27,1,18,1,5,11,1,0.138888889,3,11,15,21,13,27,21,28,23,63,0,0,0
math.stat.clustering.DBSCANClusterer,2.857142857,5,2,20,11.28571429,6.714285714,2,2,7,7,18,7,3,4,12,87,47,60,35,1,20,1,7,11,1,0.145833333,1.571428571,6,11,12,6,16,12,31,22,87,0,0,0
math.analysis.differentiation.DSCompiler,3.829787234,13,10,180,17.44680851,11.5106383,8,8,39,47,58,47,8,39,209,831,541,693,439,1,60,1,47,11,1,0.163194444,1.085106383,6,51,129,49,1322,129,115,88,831,0,0,0
math.transform.DctNormalization,1,1,2,2,0,0,4,2,2,2,19,2,0,2,1,4,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,0,0,0,0,19,19,4,0,0,0
math.util.Decimal64,1.047619048,2,20,22,3.285714286,1.238095238,8,7,21,21,29,21,0,21,8,95,26,59,28,2,23,2,12,8,2,0.381598793,0.047619048,5,1,1,1,2,1,30,30,95,0,0,0
math.util.Decimal64Field,1,1,5,5,2.8,0.8,1,1,4,5,16,5,1,4,0,17,4,11,4,1,18,1,5,11,1,0.138888889,0.4,2,2,0,0,0,0,16,16,17,0,0,0
math.linear.DefaultFieldMatrixChangingVisitor,1,1,4,4,3,0.75,1,1,4,4,15,4,0,4,10,16,3,9,3,1,17,1,4,11,1,0.133333333,0,0,0,0,0,0,0,15,15,0,0,0,0
math.linear.DefaultFieldMatrixPreservingVisitor,1,1,4,4,2.5,0.5,1,1,4,4,15,4,0,4,10,14,2,8,2,1,19,1,4,11,1,0.133333333,0,0,0,0,0,0,0,15,15,0,0,0,0
math.linear.DefaultIterativeLinearSolverEvent,1.142857143,2,6,8,5,2.428571429,8,5,7,7,21,7,0,7,11,47,17,30,17,4,21,4,2,14,4,0.398830409,0.428571429,3,3,7,3,6,1,26,22,47,0,0,0
