relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,DIT,NMA,NMI,NOA,PII,AMC,CBO,CC,DAC,DACquote,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,UCL,ADD,MOD,DEL,bug
jscomp.AbstractCommandLineRunner,3.982142857,20,17,223,16.96428571,11.42857143,19,19,51,56,67,56,40,16,74,1269,640,843,551,1,70,1,56,11,1,0.16374269,4.767857143,41,267,13,9,253,141,555,253,422,137,126,558,157,62,0
jscomp.AbstractCompiler,1,1,51,51,1.078431373,0.039215686,2,2,51,51,62,51,0,51,31,75,2,63,5,1,66,1,51,11,1,0.163461538,0,25,0,2,2,0,0,0,0,62,62,35,35,5,0,0
jscomp.AbstractMessageFormatter,1.5,3,4,9,4,1.833333333,3,3,5,6,17,6,2,4,6,45,11,27,13,1,21,1,6,11,1,0.142857143,1.166666667,5,7,1,1,2,2,4,2,18,18,3,0,1,0,0
jscomp.AbstractPeepholeOptimization,1.230769231,4,12,16,4.153846154,1.846153846,1,1,12,13,24,13,4,9,11,58,24,37,20,1,36,1,13,11,1,0.154761905,1,7,13,1,1,16,13,21,16,53,36,16,58,0,0,0
rhino.testing.AbstractStaticScope,1,1,5,5,2.6,0.8,0,0,5,5,16,5,0,5,2,20,4,10,4,1,19,1,5,11,1,0.138888889,0,4,0,0,0,0,0,0,0,16,16,2,20,0,0,0
jscomp.webservice.common.AbstractWebServiceException,1,1,3,3,2,0.666666667,6,0,3,3,31,3,0,3,0,9,2,5,1,3,34,3,2,28,3,0.17816092,0.333333333,3,1,0,0,1,1,2,1,32,32,1,9,0,0,0
jscomp.AliasExternals,2.5,11,10,45,10.88888889,7.166666667,15,15,16,18,29,18,14,4,30,370,129,241,129,1,31,1,18,11,1,0.157894737,5.222222222,15,94,11,6,131,66,283,131,122,56,63,22,59,5,0
jscomp.AliasKeywords,2,4,5,20,7.4,4.4,11,11,8,10,21,10,7,3,8,232,44,157,76,1,23,1,10,11,1,0.151515152,2.8,13,28,4,4,48,23,71,48,184,40,17,54,14,11,0
jscomp.AliasStrings,4.6,17,1,46,15.9,11.1,11,11,8,10,21,10,7,3,17,248,111,165,94,2,24,2,10,11,2,0.202020202,6.7,13,67,8,7,49,26,121,49,110,44,35,8,16,23,0
rhino.jstype.AllType,1,1,13,13,3,1,16,1,13,13,129,13,0,13,8,53,13,28,13,2,120,2,1,116,2,0.336805556,0.307692308,9,4,0,0,2,1,2,0,287,173,6,3,6,7,0
jscomp.AmbiguateProperties,3.545454545,9,1,39,16.63636364,11.72727273,13,13,11,11,22,11,8,3,13,389,129,258,148,1,24,1,11,11,1,0.152777778,8.454545455,25,93,11,7,99,68,188,99,108,59,49,16,26,5,0
jscomp.AnalyzeNameReferences,1.25,2,3,5,6.5,3.75,3,3,4,4,15,4,1,3,4,80,15,53,28,1,17,1,4,11,1,0.133333333,2.75,12,11,3,3,13,7,44,13,100,22,12,1,0,0,0
jscomp.AnalyzePrototypeProperties,2.75,5,1,11,13.75,9.5,14,14,4,4,15,4,1,3,8,500,38,319,175,1,17,1,4,11,1,0.133333333,3.25,14,13,12,8,32,13,68,32,78,23,25,106,73,25,1
jscomp.parsing.Annotation,1,1,2,2,0,0,52,50,2,2,19,2,0,2,1,107,0,2,0,2,22,2,2,17,2,0.148148148,0,1,0,50,2,0,0,0,0,19,19,1,20,0,0,0
jscomp.AnonymousFunctionNamingCallback,4.666666667,7,1,14,15.66666667,11,1,1,3,3,14,3,1,2,6,57,33,40,18,2,17,2,3,11,2,0.166666667,9.333333333,6,28,0,0,16,16,44,16,22,22,11,1,6,1,0
jscomp.AnonymousFunctionNamingPolicy,1,1,4,4,1.5,0.5,6,4,4,4,21,4,0,4,2,13,2,6,2,2,24,2,4,17,2,0.177777778,0,3,0,3,1,0,0,0,0,21,21,0,0,0,0,0
jscomp.ant.AntErrorManager,2.666666667,4,1,8,8.666666667,5.666666667,6,2,3,3,22,3,1,2,4,33,17,19,11,2,23,2,1,19,2,0.142857143,3.666666667,5,11,1,1,12,8,30,6,27,27,4,2,0,0,0
rhino.jstype.ArrowType,2.941176471,12,9,50,10.52941176,6.470588235,19,4,17,17,134,17,1,16,21,195,110,122,78,2,126,2,6,117,2,0.340334145,3.176470588,12,54,2,2,69,53,235,38,291,187,22,61,6,6,0
rhino.testing.Asserts,1.4,3,7,14,8.4,6.2,0,0,1,10,21,10,1,9,18,87,62,52,37,1,23,1,10,11,1,0.151515152,2.6,7,26,0,0,52,26,73,52,187,28,19,58,2,2,0
jscomp.AstChangeProxy,1.714285714,5,5,12,7.142857143,4.428571429,1,1,7,7,18,7,1,6,11,56,31,41,22,1,20,1,7,11,1,0.145833333,2.428571429,4,17,1,1,23,12,98,23,95,27,15,0,2,0,0
jscomp.AstParallelizer,1.714285714,4,4,12,14,8.714285714,7,7,5,7,18,7,2,5,12,128,61,81,43,1,20,1,7,11,1,0.145833333,1.142857143,3,8,5,4,15,8,47,15,32,26,27,0,12,3,0
jscomp.AstValidator,3.090909091,63,25,204,10.18181818,7.363636364,1,1,66,66,77,66,58,8,74,679,486,459,362,1,79,1,66,11,1,0.164179104,4.136363636,8,273,0,0,160,141,2058,160,101,97,85,679,0,0,0
rhino.testing.BaseJSTypeTestCase,1,1,18,18,17.22222222,14.61111111,56,56,16,18,29,18,17,1,30,509,263,269,176,2,32,2,18,11,2,0.210526316,9.666666667,15,174,54,5,229,105,308,229,300,52,106,37,42,0,0
jscomp.BasicErrorManager,1.545454545,4,8,17,4,1.727272727,4,4,11,11,22,11,2,9,6,116,19,80,46,1,27,1,11,11,1,0.152777778,0.818181818,5,9,1,1,3,1,3,3,23,23,12,9,0,0,0
rhino.jstype.BooleanLiteralSet,2.285714286,5,4,16,4,2.285714286,6,4,6,7,24,7,1,6,6,34,16,21,15,2,27,2,7,17,2,0.194444444,0,3,0,4,1,0,0,0,0,24,24,0,0,0,0,0
rhino.jstype.BooleanType,1.166666667,3,11,14,3.75,1.583333333,16,1,12,12,130,12,0,12,4,59,19,31,16,3,123,3,1,118,3,0.365544985,0.916666667,7,11,0,0,12,7,14,0,289,175,6,5,3,0,0
jscomp.ByPathWarningsGuard,1.8,4,3,9,7.4,4.2,5,5,3,5,18,5,2,3,8,46,21,30,15,2,19,2,3,13,2,0.377777778,2,5,10,2,2,1,1,2,1,19,19,11,46,0,0,0
jscomp.CallGraph,2.47826087,8,13,57,11.52173913,7.043478261,9,9,22,23,34,23,12,11,31,391,162,251,145,1,36,1,23,11,1,0.159722222,2.173913043,19,50,4,3,57,38,130,57,135,65,72,391,0,0,0
rhino.jstype.CanCastToVisitor,2,8,10,30,6.466666667,3.733333333,0,0,15,15,26,15,1,14,26,110,56,66,43,1,28,1,15,11,1,0.15625,2.8,12,42,0,0,62,40,85,62,94,51,32,110,0,0,0
jscomp.regex.CaseCanonicalize,3.4,6,1,17,10.4,6.6,4,4,1,5,16,5,1,4,4,500,33,53,28,1,18,1,5,11,1,0.138888889,5.4,5,27,4,2,36,19,708,36,23,22,15,500,0,0,0
jscomp.ChainCalls,1.5,2,1,3,7.5,5,6,6,2,2,13,2,0,2,3,125,10,85,48,1,15,1,2,11,1,0.111111111,7,8,14,6,5,17,7,54,17,67,19,10,0,8,1,0
jscomp.type.ChainableReverseAbstractInterpreter,2.916666667,9,5,35,9.666666667,6.333333333,6,6,12,12,23,12,7,5,21,449,76,248,140,1,27,1,12,11,1,0.153846154,2.333333333,13,28,3,2,21,15,74,21,49,31,21,449,0,0,2
jscomp.regex.CharRanges,4,12,7,76,13.36842105,10.05263158,3,3,15,19,27,19,2,17,15,263,191,228,156,1,26,1,16,8,1,0.247771836,0,8,0,2,1,0,0,0,0,27,27,0,263,0,0,0
jscomp.CheckAccessControls,4.2,15,6,105,16.36,11.28,20,20,19,25,36,25,18,7,50,473,282,256,159,1,38,1,25,11,1,0.16025641,7.36,16,184,18,5,258,177,615,258,200,96,108,125,30,7,1
jscomp.CheckDebuggerStatement,1.333333333,2,2,4,3.666666667,1.333333333,2,2,3,3,14,3,0,3,6,21,4,10,4,2,17,2,3,11,2,0.166666667,1,5,3,2,2,9,3,8,9,60,17,8,21,0,0,0
jscomp.CheckGlobalNames,4,10,3,40,15.3,10.4,9,9,10,10,21,10,7,3,17,174,104,101,60,1,23,1,10,11,1,0.151515152,2,11,20,8,5,26,17,43,26,83,35,36,94,21,10,0
jscomp.CheckGlobalThis,4.6,12,1,23,17,11.4,3,3,5,5,16,5,2,3,10,94,57,53,33,1,18,1,5,11,1,0.138888889,7.6,9,38,3,3,34,30,71,34,48,35,23,31,11,2,0
jscomp.CheckLevel,1,1,3,3,1,0.333333333,5,3,3,3,20,3,0,3,1,8,1,3,1,2,23,2,3,17,2,0.166666667,0,1,0,3,1,0,0,0,0,20,20,0,0,0,0,0
jscomp.CheckLevelLegacy,1,1,2,2,0,0,6,4,2,2,19,2,0,2,1,6,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,4,1,0,0,0,0,19,19,0,0,0,0,0
jscomp.CheckMissingGetCssName,2.285714286,6,4,16,8.428571429,5.285714286,6,6,7,7,18,7,4,3,15,73,37,43,24,2,21,2,7,11,2,0.194444444,2.714285714,7,19,4,4,23,19,101,23,68,31,18,0,8,1,0
jscomp.CheckMissingReturn,2,5,6,18,7.333333333,4,5,5,7,9,20,9,4,5,14,105,36,58,32,1,22,1,9,11,1,0.15,3,14,27,5,4,38,25,89,38,159,39,26,9,16,0,0
jscomp.CheckPathsBetweenNodes,2.8,8,7,28,10.8,6.5,11,11,10,10,21,10,6,4,17,121,65,88,58,1,23,1,10,11,1,0.151515152,0.4,3,4,5,3,4,4,16,4,31,25,27,9,0,0,0
jscomp.CheckProvides,1,1,3,3,4.333333333,2,4,4,3,3,14,3,0,3,6,91,6,59,32,1,16,1,3,11,1,0.125,1.333333333,8,4,3,3,9,4,16,9,55,18,10,15,7,0,0
jscomp.CheckRegExp,2.5,7,3,10,8.25,5.25,4,4,4,4,15,4,0,4,7,46,21,26,12,2,18,2,4,11,2,0.177777778,4.5,12,18,3,2,27,15,447,27,93,26,9,12,1,0,0
jscomp.CheckRequiresForConstructors,1.4,3,4,7,5.8,3.2,4,4,3,5,16,5,2,3,8,139,16,90,52,1,18,1,5,11,1,0.138888889,1.2,11,6,3,3,14,6,17,14,59,21,11,25,8,1,0
jscomp.CheckSideEffects,2.833333333,9,3,17,12,8.166666667,6,6,6,6,17,6,2,4,10,107,49,72,42,2,20,2,6,11,2,0.19047619,6.666666667,13,40,4,4,71,37,361,71,119,47,20,75,13,31,2
jscomp.CheckSuspiciousCode,3.333333333,9,2,20,8.166666667,5.333333333,2,2,6,6,17,6,4,2,11,59,32,28,17,2,20,2,6,11,2,0.19047619,4.666666667,7,28,2,1,25,17,58,25,46,28,15,59,0,0,0
jscomp.CheckUnreachableCode,1.333333333,3,5,8,4.833333333,2.5,3,3,6,6,17,6,1,5,11,58,15,33,16,1,19,1,6,11,1,0.142857143,2.833333333,13,17,3,3,25,14,51,25,95,29,14,7,5,2,0
jscomp.CleanupPasses,1,1,5,5,3.8,1.8,8,4,5,5,29,5,4,1,2,78,9,43,18,2,28,2,1,24,2,0.158730159,0.2,4,1,4,2,2,1,2,0,131,50,10,78,0,0,0
jscomp.ClosureCodeRemoval,4,7,1,8,16.5,11,6,6,2,2,13,2,0,2,5,108,22,73,38,1,15,1,2,11,1,0.111111111,6.5,9,13,3,2,21,13,86,21,73,24,11,108,0,0,0
jscomp.ClosureCodingConvention,2.423076923,10,17,63,9.807692308,6.384615385,5,4,25,26,51,26,4,22,28,307,166,176,106,2,34,2,6,25,2,0.521957672,3.807692308,15,99,3,2,147,93,446,122,258,85,59,109,33,25,1
jscomp.ClosureOptimizePrimitives,2.75,5,2,11,11.5,7.75,1,1,4,4,15,4,2,2,5,63,31,44,27,1,17,1,4,11,1,0.133333333,6.25,8,25,1,1,38,23,102,38,86,31,13,63,0,0,0
jscomp.type.ClosureReverseAbstractInterpreter,2.666666667,5,1,8,40.66666667,30.66666667,11,5,3,3,25,3,1,2,10,185,92,84,43,2,28,2,3,22,2,0.166666667,6,9,18,1,1,29,17,114,15,59,43,12,185,0,0,1
jscomp.ClosureRewriteClass,3.176470588,11,5,54,14.11764706,10.11764706,7,7,17,17,28,17,13,4,26,297,172,168,106,2,31,2,17,11,2,0.209876543,9.647058824,13,164,7,2,222,123,552,222,140,70,60,297,0,0,0
jscomp.CoalesceVariableNames,5.5,17,2,44,22.375,15.625,4,4,7,8,19,8,3,5,14,271,125,172,107,2,22,2,8,11,2,0.197530864,8.625,21,69,3,3,109,66,323,109,153,63,44,35,47,34,0
jscomp.CodeConsumer,1.617647059,9,26,55,5.088235294,2.735294118,3,3,32,34,45,34,0,34,18,178,93,122,75,1,52,1,34,11,1,0.161904762,0,6,0,0,0,0,0,0,0,45,45,3,19,6,5,4
jscomp.CodeGenerator,6.323529412,104,13,215,27.14705882,21.32352941,8,8,26,34,45,34,16,18,62,944,725,659,548,1,48,1,34,11,1,0.161904762,8.411764706,17,286,3,3,228,173,1271,228,126,102,59,238,111,44,8
jscomp.CodePrinter,5,5,0,5,31,24,1,1,0,1,12,1,1,0,5,414,24,256,160,1,14,1,1,11,1,0.083333333,18,11,18,0,0,23,9,32,23,136,21,6,89,58,66,1
jscomp.CodingConventions,1,1,2,2,2,0.5,0,0,1,2,13,2,1,1,0,337,1,166,79,1,15,1,2,11,1,0.111111111,0,2,0,0,0,0,0,0,0,13,13,0,337,0,0,0
jscomp.CollapseAnonymousFunctions,1,1,2,2,3.5,1.5,1,1,2,2,13,2,0,2,3,63,3,41,25,1,15,1,2,11,1,0.111111111,1.5,6,3,1,1,6,3,7,6,55,16,4,4,7,0,0
jscomp.CollapseProperties,4.782608696,12,4,110,21.47826087,15.30434783,8,8,22,23,34,23,21,2,59,513,352,343,219,1,36,1,23,11,1,0.159722222,5.956521739,17,137,6,4,206,121,599,206,150,92,107,90,113,8,2
jscomp.CollapseVariableDeclarations,2.5,6,2,10,12,8.5,3,3,4,4,15,4,2,2,4,117,34,91,57,1,17,1,4,11,1,0.133333333,8,9,32,3,3,38,25,117,38,84,35,15,63,14,139,1
jscomp.CombinedCompilerPass,1.666666667,2,3,15,5.222222222,2.222222222,2,2,8,9,20,9,0,9,19,96,20,62,35,1,22,1,9,11,1,0.15,0.888888889,5,8,2,2,26,8,36,26,66,26,25,17,4,0,0
jscomp.CommandLineRunner,3.333333333,10,4,40,19.41666667,14.83333333,22,3,10,12,52,12,9,3,13,657,178,254,126,2,54,2,11,40,2,0.211833785,11.25,23,135,2,2,122,65,428,110,508,183,42,309,35,17,2
jscomp.CompilationLevel,1.666666667,4,7,15,12.33333333,10.66666667,5,3,6,9,26,9,4,5,7,117,96,92,84,2,29,2,9,17,2,0.2,9.222222222,9,83,3,1,24,10,62,24,35,31,6,33,11,5,0
jscomp.ant.CompileTask,2.166666667,7,20,78,8.722222222,5.75,20,20,36,36,47,36,14,22,33,338,207,254,148,2,50,2,36,11,2,0.216216216,1.166666667,23,42,9,5,62,25,270,62,337,70,61,202,20,12,0
jscomp.Compiler,1.981012658,22,99,313,9.208860759,5.886075949,56,54,152,158,172,158,26,132,125,1660,930,1080,676,2,128,2,110,14,2,0.478284736,2.64556962,106,418,36,23,543,281,1823,540,1275,340,289,551,130,43,4
jscomp.CompilerInput,1.264705882,4,27,43,4.764705882,2.470588235,8,8,34,34,44,34,2,32,26,215,84,137,81,1,45,1,33,10,1,0.192067736,1.411764706,15,48,5,4,43,24,117,43,81,63,24,54,26,7,0
jscomp.CompilerOptions,1.071428571,5,204,225,4.019047619,1.938095238,167,167,209,210,220,210,1,209,201,1101,407,798,395,1,222,1,209,10,1,0.196176046,0.214285714,40,45,43,18,34,17,117,34,249,235,112,735,41,31,1
jscomp.ComposeWarningsGuard,2.4,5,4,24,7.6,4.4,6,6,10,10,21,10,1,9,7,107,44,75,42,2,20,2,6,11,2,0.279365079,0.9,8,9,3,3,13,7,16,3,27,26,12,39,10,3,0
jscomp.ConcreteType,1.5,5,17,33,5.772727273,3.909090909,5,5,21,22,33,22,2,20,7,413,86,318,179,1,41,1,22,11,1,0.15942029,0.272727273,9,6,5,2,7,4,6,7,36,36,19,0,3,1,0
jscomp.parsing.Config,2,3,1,4,12,7,6,6,1,2,13,2,1,1,6,37,14,23,11,1,15,1,2,11,1,0.111111111,0,3,0,3,3,0,0,0,0,13,13,9,10,1,0,0
jscomp.ConstCheck,5.6,24,4,28,14.2,10,3,3,5,5,16,5,1,4,10,82,50,40,23,2,19,2,5,11,2,0.185185185,7.4,10,37,3,3,32,22,119,32,69,30,17,1,3,0,0
jscomp.ControlFlowAnalysis,4.743589744,23,17,185,16.07692308,11.71794872,12,12,26,39,50,39,25,14,57,687,457,420,310,1,52,1,39,11,1,0.1625,6.025641026,14,235,8,7,174,159,382,174,117,77,110,48,56,3,1
jscomp.ControlFlowGraph,2.857142857,14,6,20,7.285714286,4.571428571,7,2,6,7,65,7,0,7,8,77,32,36,21,4,71,4,7,58,4,0.233333333,3.285714286,5,23,0,0,19,11,37,8,90,87,6,3,2,1,0
jscomp.ControlStructureCheck,1.6,4,4,8,5.8,3,2,2,5,5,16,5,2,3,8,37,15,23,11,1,18,1,5,11,1,0.138888889,1.8,7,9,2,2,13,8,17,13,33,24,13,4,3,4,0
jscomp.ConvertToDottedProperties,3,7,2,9,9.666666667,6.666666667,1,1,3,3,14,3,0,3,6,35,20,20,13,2,17,2,3,11,2,0.166666667,6.333333333,7,19,1,1,25,14,76,25,73,25,9,8,2,0,0
jscomp.CreateSyntheticBlocks,1.833333333,3,2,11,9,5.833333333,8,8,6,6,17,6,4,2,14,117,35,77,46,1,19,1,6,11,1,0.142857143,3.833333333,11,23,6,4,36,19,126,36,80,29,26,56,24,31,0
jscomp.CrossModuleCodeMotion,6.333333333,14,1,57,21.44444444,15.55555556,5,5,9,9,20,9,6,3,17,243,140,149,95,2,23,2,9,11,2,0.2,11.55555556,15,104,5,4,111,81,289,111,102,56,45,8,27,1,0
jscomp.CrossModuleMethodMotion,4.666666667,11,1,14,26.66666667,20.33333333,8,8,3,3,14,3,1,2,6,115,61,63,32,1,16,1,3,11,1,0.125,13.33333333,12,40,5,5,76,38,190,76,135,45,22,17,17,9,0
jscomp.CustomPassExecutionTime,1,1,2,2,0,0,6,4,2,2,19,2,0,2,1,6,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,4,1,0,0,0,0,19,19,0,0,0,0,0
jscomp.DataFlowAnalysis,2.571428571,10,8,36,10.21428571,6.714285714,4,4,13,14,25,14,4,10,12,289,94,204,108,1,32,1,14,11,1,0.155555556,2.714285714,10,38,2,2,46,29,81,46,63,41,44,3,5,0,0
jscomp.DeadAssignmentsElimination,6.090909091,17,5,67,22.72727273,16.54545455,3,3,11,11,22,11,6,5,25,273,182,165,121,2,25,2,11,11,2,0.203703704,11.45454545,15,126,3,3,119,88,427,119,145,57,52,95,33,1,2
jscomp.DefaultPassConfig,6.238095238,52,9,131,24.28571429,16.80952381,124,120,16,21,45,21,15,6,20,1649,353,813,476,2,44,2,17,24,2,0.257495591,16.52380952,36,347,116,11,87,39,308,85,214,86,160,400,292,99,1
jscomp.DefinitionSite,1,1,1,1,11,5,5,5,1,1,12,1,0,1,5,18,5,12,5,1,14,1,1,11,1,0.083333333,0,2,0,3,3,0,0,0,0,12,12,6,0,0,0,0
jscomp.DefinitionsRemover,9,9,0,18,23,18,0,0,0,2,13,2,0,2,3,241,36,151,86,1,15,1,2,11,1,0.111111111,12,10,24,0,0,39,24,71,39,32,26,6,54,53,4,0
jscomp.Denormalize,2.8,10,4,14,11,7.4,1,1,5,5,16,5,1,4,11,80,37,51,32,1,18,1,5,11,1,0.138888889,5.6,7,28,1,1,38,27,125,38,75,31,19,13,7,0,0
jscomp.DependencyOptions,1,1,9,9,3.555555556,1.555555556,5,5,9,9,20,9,0,9,4,39,14,29,14,1,22,1,9,11,1,0.15,0,0,0,1,1,0,0,0,0,20,20,3,39,0,0,0
jscomp.deps.DepsFileParser,1.666666667,5,5,10,7.5,4.666666667,14,5,6,6,23,6,1,5,9,55,28,36,20,2,25,2,5,17,2,0.203703704,1.5,8,9,5,4,21,7,137,8,29,28,10,6,2,0,0
jscomp.deps.DepsGenerator,2.4,8,9,48,11.05,6.55,12,12,17,20,31,20,16,4,33,253,131,155,83,1,33,1,20,11,1,0.158730159,2.75,14,55,10,4,69,25,79,69,64,44,51,253,0,0,0
jscomp.DevirtualizePrototypeMethods,3.714285714,12,5,52,17.42857143,12.35714286,2,2,12,14,25,14,10,4,23,253,173,178,108,1,27,1,14,11,1,0.155555556,8.5,19,119,2,2,154,106,427,154,285,69,70,80,30,5,0
jscomp.graph.DiGraph,1,1,15,15,1.333333333,0.2,2,0,15,15,46,15,0,15,22,39,3,26,2,2,51,2,13,31,2,0.226551227,0,3,0,0,0,0,0,0,0,51,49,27,0,0,0,0
jscomp.DiagnosticGroup,1.454545455,3,7,16,4.363636364,2,4,4,10,11,21,11,1,10,11,56,22,40,21,1,22,1,10,10,1,0.181818182,0.090909091,5,1,2,2,1,1,2,1,22,22,10,15,4,0,0
jscomp.DiagnosticGroupWarningsGuard,1.8,4,3,9,4.8,2,3,3,5,5,16,5,0,5,5,33,10,20,10,2,15,2,1,11,2,0.366666667,1.2,6,6,2,2,9,6,18,9,22,21,9,5,2,0,0
jscomp.DiagnosticGroups,1,1,8,8,4.125,1.75,35,35,4,8,19,8,1,7,11,175,14,58,11,1,21,1,8,11,1,0.148148148,0.5,28,4,34,3,12,4,16,12,26,22,48,94,66,0,0
jscomp.DiagnosticType,1,1,10,10,3.7,1.5,5,5,6,10,18,10,1,9,15,49,15,29,13,1,17,1,7,8,1,0.236742424,0.3,3,3,3,2,0,0,0,0,18,18,6,11,1,0,0
jscomp.DisambiguateProperties,3.090909091,6,3,34,13,8.454545455,7,7,9,11,22,11,5,6,19,729,93,477,293,1,24,1,11,11,1,0.152777778,3.727272727,22,41,5,4,42,29,99,42,90,46,38,102,52,7,1
jscomp.DotFormatter,2.214285714,7,10,31,11.42857143,7.928571429,8,8,8,14,25,14,7,7,18,170,111,139,87,1,27,1,14,11,1,0.155555556,1.357142857,12,19,2,2,17,12,230,17,42,36,23,0,0,0,0
jscomp.EmptyMessageBundle,1,1,3,3,3,1,0,0,3,3,14,3,0,3,1,14,3,7,3,1,16,1,3,11,1,0.125,0,4,0,0,0,0,0,0,0,14,14,2,14,0,0,0
rhino.jstype.EnumElementType,1.230769231,2,20,32,3.961538462,1.769230769,22,4,26,26,177,26,0,26,17,130,46,69,37,3,158,3,3,151,3,0.347503332,0.961538462,10,25,2,2,32,22,81,1,337,242,13,19,8,46,0
rhino.jstype.EnumType,1.166666667,3,16,21,3.611111111,1.5,30,4,18,18,185,18,0,18,14,83,27,48,24,4,177,4,5,167,4,0.502706553,1.166666667,11,21,3,3,37,15,94,6,347,260,16,13,8,0,0
rhino.jstype.EquivalenceMethod,1,1,2,2,0,0,5,3,2,2,19,2,0,2,1,5,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,3,1,0,0,0,0,19,19,0,5,0,0,0
jscomp.webservice.common.ErrorCode,1,1,4,4,1.5,0.5,24,22,4,4,21,4,0,4,2,31,2,6,2,2,24,2,4,17,2,0.177777778,0,1,0,21,1,0,0,0,0,21,21,0,31,0,0,0
jscomp.ErrorFormat,2.333333333,5,2,7,9.333333333,4.666666667,6,4,3,3,20,3,0,3,11,43,14,18,8,2,23,2,3,17,2,0.166666667,2.666666667,7,8,4,1,16,40,90,16,27,25,4,0,0,0,0
rhino.jstype.ErrorFunctionType,1,1,1,1,12,10,37,1,1,1,221,1,0,1,2,15,10,5,2,5,227,5,1,220,5,0.138888889,9,3,9,0,0,22,8,32,11,408,334,1,0,0,0,0
jscomp.jsonml.ErrorLevel,1,1,2,2,0,0,5,3,2,2,19,2,0,2,1,5,0,1,0,2,22,2,2,17,2,0.148148148,0,1,0,3,1,0,0,0,0,19,19,0,5,0,0,0
jscomp.ErrorPass,1,1,3,3,3.333333333,1.333333333,2,2,3,3,14,3,0,3,6,15,4,10,4,1,16,1,3,11,1,0.125,0.666666667,5,2,2,2,5,2,3,5,17,16,8,0,0,0,0
jscomp.ExpandJqueryAliases,5.272727273,16,2,58,27.09090909,20.72727273,9,9,10,11,22,11,6,5,23,388,228,261,159,2,25,2,11,11,2,0.203703704,17.54545455,19,193,7,5,321,187,916,321,171,81,84,388,0,0,0
jscomp.ExploitAssigns,6.166666667,18,0,37,20.83333333,15.33333333,1,0,6,6,29,6,5,1,13,128,92,80,61,2,31,2,5,23,2,0.199074074,10,5,60,0,0,57,48,232,55,129,56,23,128,0,0,1
jscomp.ExportTestFunctions,1.2,2,4,6,9.2,6.2,4,4,5,5,16,5,3,2,14,94,31,57,31,1,18,1,5,11,1,0.138888889,3.8,8,19,2,2,35,18,73,35,85,30,15,52,13,0,0
jscomp.ExpressionDecomposer,3.296296296,12,11,89,15.62962963,11.55555556,6,6,21,27,38,27,18,9,41,441,312,279,170,1,40,1,27,11,1,0.160714286,6.037037037,9,163,3,3,176,120,516,176,123,79,106,32,49,5,0
jscomp.ExternExportsPass,2.857142857,8,3,20,13,9,10,10,7,7,19,7,3,4,8,299,63,200,117,2,22,2,7,12,2,0.194444444,5,14,35,10,6,44,31,155,44,232,41,28,145,33,48,0
jscomp.ExtractPrototypeMemberDeclarations,2.6,5,1,13,15,11.4,3,3,5,5,16,5,3,2,7,174,57,116,58,1,18,1,5,11,1,0.138888889,12,11,60,2,2,67,34,172,67,102,38,25,43,19,9,0
jscomp.FieldCleanupPass,1,1,3,3,3.666666667,1.333333333,1,1,3,3,14,3,0,3,5,49,4,31,14,1,16,1,3,11,1,0.125,1.666666667,6,5,1,1,11,5,20,11,55,19,7,49,0,0,0
jscomp.FindExportableNodes,4,10,2,12,14.66666667,10.33333333,3,3,3,3,14,3,0,3,4,72,31,45,26,2,17,2,3,11,2,0.166666667,9,10,27,3,3,37,24,76,37,42,29,11,0,6,0,0
jscomp.graph.FixedPointGraphTraversal,2,5,3,10,8.6,5.2,2,2,4,5,16,5,0,5,7,51,26,39,16,1,18,1,5,11,1,0.138888889,0.8,5,4,0,0,4,3,3,4,19,19,15,0,0,0,0
jscomp.FlowSensitiveInlineVariables,2.571428571,6,4,18,8.571428571,4.857142857,7,7,5,7,18,7,2,5,14,294,34,184,123,2,21,2,7,11,2,0.194444444,5.428571429,13,38,7,7,55,35,268,55,152,39,27,46,35,10,3
jscomp.FunctionArgumentInjector,3.833333333,12,6,46,15.25,10.41666667,1,1,1,12,23,12,7,5,30,262,125,180,119,1,25,1,12,11,1,0.153846154,4.666666667,7,56,0,0,54,47,217,54,53,40,56,28,25,7,0
rhino.jstype.FunctionBuilder,1,1,15,15,4.666666667,2.6,10,10,15,15,26,15,0,15,13,82,39,63,37,1,28,1,15,11,1,0.15625,0.733333333,8,11,6,4,23,11,46,23,189,37,17,10,7,0,0
jscomp.FunctionInjector,4.473684211,11,4,85,22.31578947,16,9,9,17,19,30,19,11,8,57,497,304,292,173,1,32,1,19,11,1,0.158333333,6.578947368,19,125,3,3,135,78,443,135,303,65,88,83,62,29,2
jscomp.FunctionNames,1.8,4,3,9,8,5,4,4,5,5,16,5,0,5,5,101,25,70,31,1,18,1,5,11,1,0.138888889,1.6,10,8,3,3,14,5,12,14,59,20,13,1,1,0,0
